Year,FIPS_code,State,Area name,Number of adults with less than HS diploma,Number of adults with HS diploma only,Number of adults completing some college or associate's degree,Number of adults with a bachelor's degree or higher
2017,27097,MN,Morrison County,53435.7,254644.2,234193.5,118086.3
2017,27099,MN,Mower County,1642258,5035225,5159169,3656348
2017,27101,MN,Murray County,577615.5,2112089,1907881.5,1242748.5
2017,27103,MN,Nicollet County,71190,345983.4,504025.2,501177.6
2017,27105,MN,Nobles County,619103.6,908213.3,908213.3,484769.8
2017,27107,MN,Norman County,70878.6,317136.3,321679.8,199005.3
2017,27109,MN,Olmsted County,158095,619732.4,891655.8,1489254.9
2017,27111,MN,Otter Tail County,81178,299481,422345,293996
2017,27113,MN,Pennington County,2739870,17206383.6,24110856,10795087.8
2017,27115,MN,Pine County,35061,166439,139841,61659
2017,27117,MN,Pipestone County,128284.8,554373.6,532992.8,311548.8
2017,27119,MN,Polk County,105444,439350,524291,395415
2017,27121,MN,Pope County,356227.2,2025217.6,2750865.6,1464489.6
2017,27123,MN,Ramsey County,85410,192647,254332,416611
2017,27125,MN,Red Lake County,84298.5,548706.6,628407,271287.9
2017,27127,MN,Redwood County,1420000,7520000,7240000,3820000
2017,27129,MN,Renville County,1370773.8,5293520.1,5570591.4,2333232
2017,27131,MN,Rice County,728189,3111353,2874928,2733073
2017,27133,MN,Rock County,83266.4,471347.3,550153,382133.3
2017,27135,MN,Roseau County,1041625.2,5713156.4,5855196.2,3156440
2017,27137,MN,St. Louis County,199189.8,933241.1,1405394.7,1150874.4
2017,27139,MN,Scott County,49133.4,197497,310214.8,407518.2
2017,27141,MN,Sherburne County,53619.9,258692.5,384746.3,243641.3
2017,27143,MN,Sibley County,181411,936473,916861,416755
2017,27145,MN,Stearns County,25556.3,90276.8,120811.6,95255.3
2017,27147,MN,Steele County,179346.4,643918.4,732511.2,602863.2
2017,27149,MN,Stevens County,88848.5,437408,453810.8,386832.7
2017,27151,MN,Swift County,167204.3,623728.4,695119,392648.3
2017,27153,MN,Todd County,3127445.6,10125746,8638927.6,3742680.8
2017,27155,MN,Traverse County,71544,393492,458532,161516
2017,27157,MN,Wabasha County,35414.4,204897.6,222604.8,169483.2
2017,27159,MN,Wadena County,473118.9,1765293.1,1999308.9,849579.1
2017,27161,MN,Waseca County,966859.2,4673152.8,4780581.6,3021435
2017,27163,MN,Washington County,36507.9,192406.5,293049.9,464735.7
2017,27165,MN,Watonwan County,396838.4,1122308.6,995196.3,582856.4
2017,27167,MN,Wilkin County,219539,1276303,1391654,833504
2017,27169,MN,Winona County,82150.2,319887.9,445602.6,395814.6
2017,27171,MN,Wright County,101623.5,530289.9,628218,589416.3
2017,27173,MN,Yellow Medicine County,64002.4,277620.8,339129.6,151278.4
2017,28001,MS,Adams County,648483.5,1079741,891265.5,571815.5
2017,28003,MS,Alcorn County,275348,453599.6,431861.6,286941.6
2017,28005,MS,Amite County,148029.4,438004.8,320392.4,107473.4
2017,28007,MS,Attala County,322344.8,594966.2,572676.4,224612.6
2017,28009,MS,Benton County,211916.8,263240.4,275657.4,76985.4
2017,28011,MS,Bolivar County,175420,221065,270290,228225
2017,28013,MS,Calhoun County,341884.8,549231.6,495416.4,196267.2
2017,28015,MS,Carroll County,379052,675616,620624,288708
2017,28017,MS,Chickasaw County,541803.6,821967,662204.4,289425
2017,28019,MS,Choctaw County,521842.8,1075053.2,727158,530397.6
2017,28021,MS,Claiborne County,351053.6,562830.5,587633.2,406382.7
2017,28023,MS,Clarke County,2645514.8,6685287.4,6327785.4,2216512.4
2017,28025,MS,Clay County,1252818.6,2558466.9,2256582.9,1486778.7
2017,28027,MS,Coahoma County,145982,192572,295070,142876
2017,28029,MS,Copiah County,390322.8,780645.6,799920.8,438510.8
2017,28031,MS,Covington County,210851,424371,488427,210851
2017,28033,MS,DeSoto County,187674.3,615740.4,754914.6,550370.7
2017,28035,MS,Forrest County,517583,1204556.8,1623328.5,1359831.7
2017,28037,MS,Franklin County,3341940.1,6212318.1,7688512.5,3259929.3
2017,28039,MS,George County,3640354.4,8262646.5,8789539.9,3257159.2
2017,28041,MS,Greene County,400901.4,629734.5,551682.9,191581.2
2017,28043,MS,Grenada County,149321.8,252762.6,261104.6,170176.8
2017,28045,MS,Hancock County,14862.9,39634.4,47132.8,32269.9
2017,28047,MS,Harrison County,258588,667627.2,850989.6,575946
2017,28049,MS,Hinds County,1691608.8,3255280.8,4890028.8,4392496.8
2017,28051,MS,Holmes County,371436.8,587002.8,489169,210591.4
2017,28053,MS,Humphreys County,172109.4,216407.6,206240.8,131442.2
2017,28055,MS,Issaquena County,458217,429932,192338,50913
2017,28057,MS,Itawamba County,1120845,2384343,2296034,998571
2017,28059,MS,Jackson County,111677.9,278700.6,370612.5,227309
2017,28061,MS,Jasper County,712299.4,2305457.6,1609470.4,810172.6
2017,28063,MS,Jefferson County,1319541,2025342,1681647.6,1110869.4
2017,28065,MS,Jefferson Davis County,1188018,3091893,2277034.5,1058554.5
2017,28067,MS,Jones County,177002,403311.7,424804.8,259181.5
2017,28069,MS,Kemper County,417956,810925.5,724608.5,318010
2017,28071,MS,Lafayette County,747410.4,1707153.3,2216751.3,3821985
2017,28073,MS,Lamar County,303919.2,748108.8,914679.9,958514.4
2017,28075,MS,Lauderdale County,528943.8,920499.6,1274273.7,710982.9
2017,28077,MS,Lawrence County,1083103.8,2278661,1674963.8,887790
2017,28079,MS,Leake County,1977280.2,3713939,3054845.6,1715735.2
2017,28081,MS,Lee County,345952.2,651794,802208,709452.7
2017,28083,MS,Leflore County,623332.5,1285845.9,983084.4,669637.2
2017,28085,MS,Lincoln County,523731.2,1352374.4,1129968,581126.4
2017,28087,MS,Lowndes County,131231.7,334691.7,296034.3,255342.3
2017,28089,MS,Madison County,229078.2,496336.1,734225,1474323.8
2017,28091,MS,Marion County,347434,792319,739356.5,239390.5
2017,28093,MS,Marshall County,205172.2,410344.4,321185.8,138571.8
2017,28095,MS,Monroe County,831643.3,1927221.3,1389392.1,831643.3
2017,28097,MS,Montgomery County,758066.2,928036.2,1098006.2,615291.4
2017,28099,MS,Neshoba County,1044603,1818383,1951031,718510
2017,28101,MS,Newton County,191308.8,405478.4,429542.4,176870.4
2017,28103,MS,Noxubee County,899870.4,1547145.6,1022221.2,481509.6
2017,28105,MS,Oktibbeha County,291088,670768,809984,1395324
2017,28107,MS,Panola County,500167.8,800773.7,823508.6,401649.9
2017,28109,MS,Pearl River County,103219.8,256595.7,262410.9,105400.5
2017,28111,MS,Perry County,2326824,6721936,4684064,1459968
2017,28113,MS,Pike County,471772,1054382,849758,463246
2017,28115,MS,Pontotoc County,94022,126841,146798.5,76282
2017,28117,MS,Prentiss County,436541.4,902724.5,905419.2,452709.6
2017,28119,MS,Quitman County,408381.2,549867.6,469477.6,180073.6
2017,28121,MS,Rankin County,184742.4,431065.6,624864,570528
2017,28123,MS,Scott County,576778.2,878157.8,826195.8,316968.2
2017,28125,MS,Sharkey County,285325,549462.5,337587.5,240125
2017,28127,MS,Simpson County,585884.6,856074.1,947085.3,455056
2017,28129,MS,Smith County,413017.2,828231.3,630510.3,325141.2
2017,28131,MS,Stone County,304855.2,642931.8,715237.2,289221.6
2017,28133,MS,Sunflower County,240576,340816,260624,161386.4
2017,28135,MS,Tallahatchie County,625376.4,1016593.6,862391.2,351238.8
2017,28137,MS,Tate County,207335.7,481366.8,487166.4,274031.1
2017,28139,MS,Tippah County,1033572.8,1519960,1431100.8,692166.4
2017,28141,MS,Tishomingo County,975263.1,1548403.5,1506804.6,591628.8
2017,28143,MS,Tunica County,325091.4,821929.2,574532.6,323046.8
2017,28145,MS,Union County,211900.5,297832.5,305644.5,160146
2017,28147,MS,Walthall County,160232.8,334552,226262.8,158472
2017,28149,MS,Warren County,218952,518186.4,644083.8,441553.2
2017,28151,MS,Washington County,237443,394905.2,359913.6,257438.2
2017,28153,MS,Wayne County,514083,976757.7,643956.6,568197
2017,28155,MS,Webster County,385730.4,905958.9,796837.8,449172.9
2017,28157,MS,Wilkinson County,328278.5,767153.5,424831,235237
2017,28159,MS,Winston County,75432.5,190955,177767.5,83345
2017,28161,MS,Yalobusha County,376922.7,1184614.2,707691.6,292307.4
2017,28163,MS,Yazoo County,856032,1291181.6,998704,420882.4
2017,29001,MO,Adair County,95985,399345,298620,391050
2017,29003,MO,Andrew County,106171,615791.8,467152.4,445918.2
2017,29005,MO,Atchison County,190740,827811.6,495924,394831.8
2017,29007,MO,Audrain County,156286.2,523005,364257.6,185820.6
2017,29009,MO,Barry County,2656237.9,7380419.4,5134204.8,2656237.9
2017,29011,MO,Barton County,1095499.5,3624945.5,2449287.5,1736767.5
2017,29013,MO,Bates County,507725.4,2056501.2,1105049.4,597324
2017,29015,MO,Benton County,118300,368550,293020,130130
2017,29017,MO,Bollinger County,679983.2,2157032.8,1125800,535880.8
2017,29019,MO,Boone County,228160,953708.8,1168179.2,2213152
2017,29021,MO,Buchanan County,820690.5,2985750.2,2282301.2,1727358.1
2017,29023,MO,Butler County,138976.8,350080.8,275314.8,115227.6
2017,29025,MO,Caldwell County,66625.2,276988.1,181368.6,91918.1
2017,29027,MO,Callaway County,1130591.6,3754808.8,2997623.6,2489376
2017,29029,MO,Camden County,121027.8,515071.8,455965.2,315235.2
2017,29031,MO,Cape Girardeau County,60588,240856,201212,245344
2017,29033,MO,Carroll County,820147.2,3818810.4,2221232,1674467.2
2017,29035,MO,Carter County,87399,350268.3,145889.1,88743.6
2017,29037,MO,Cass County,1627255.8,7869117.6,8184853.8,6606172.8
2017,29039,MO,Cedar County,283645.2,807772.2,647451,316531.6
2017,29041,MO,Chariton County,659688.8,3566922,1963724.8,1472793.6
2017,29043,MO,Christian County,132330,508147.2,568136.8,555786
2017,29045,MO,Clark County,327787.2,1082179.8,703778.4,296454.6
2017,29047,MO,Clay County,48563.2,205634.8,245092.4,259509.6
2017,29049,MO,Clinton County,111709.1,720273.6,480182.4,355134.9
2017,29051,MO,Cole County,61871.4,248321.7,230763.6,295143.3
2017,29053,MO,Cooper County,134691.6,479602.8,351205.2,293300.4
2017,29055,MO,Crawford County,292572,605268,464400,185760
2017,29057,MO,Dade County,143640,581210,421610,183540
2017,29059,MO,Dallas County,397570.8,1460771.5,762010.7,391547
2017,29061,MO,Daviess County,1322624,4226197,2717579,2066600
2017,29063,MO,DeKalb County,153150.4,681813.8,410855.4,225307.8
2017,29065,MO,Dent County,107306.5,275264.5,179288.5,103974
2017,29067,MO,Douglas County,4694841,11737102.5,8694150,3825426
2017,29069,MO,Dunklin County,206939.2,403929.4,245740.3,138291.1
2017,29071,MO,Franklin County,86092.4,287258.8,299192.4,179856.4
2017,29073,MO,Gasconade County,254100.6,868720,655883.6,393095.8
2017,29075,MO,Gentry County,132650,397950,229295,188552.5
2017,29077,MO,Greene County,31332.3,124005.3,145629,140333.4
2017,29079,MO,Grundy County,158168.4,377170.8,314309,164251.8
2017,29081,MO,Harrison County,344885.8,1828696.8,1166997.3,665709.8
2017,29083,MO,Henry County,116576.4,435627.6,309847.8,160548.2
2017,29085,MO,Hickory County,7617955.5,33477070.5,21945303,6849171
2017,29087,MO,Holt County,697258.6,5602112.2,3197772.2,2512535.3
2017,29089,MO,Howard County,2708101,7654302,5819060,6199537
2017,29091,MO,Howell County,765337.4,2112762.4,1530674.8,980925.4
2017,29093,MO,Iron County,68802.1,156296.1,110560.6,62041.2
2017,29095,MO,Jackson County,304809.8,995948.3,1095188.7,1148353.2
2017,29097,MO,Jasper County,404748.4,1103265.8,975965.9,780119.9
2017,29099,MO,Jefferson County,357436.2,1222201.2,1418214.6,849391.4
2017,29101,MO,Johnson County,69769,309973.7,325920.9,291036.4
2017,29103,MO,Knox County,747233.9,2550708.2,1455139.7,865218.2
2017,29105,MO,Laclede County,164619,515806.2,335335,203639.8
2017,29107,MO,Lafayette County,145660.8,658508.2,386911.5,326219.5
2017,29109,MO,Lawrence County,342420,894857.6,696254,349268.4
2017,29111,MO,Lewis County,222664.6,689345.2,417877.4,193687.7
2017,29113,MO,Lincoln County,112635.6,498290.1,384430.2,230168.4
2017,29115,MO,Linn County,89556.7,407882,219901.6,169359.7
2017,29117,MO,Livingston County,337881.2,1185447.6,770254.6,572680
2017,29119,MO,McDonald County,80180.4,159993,87168.6,40090.2
2017,29121,MO,Macon County,244711.6,1147874,683678.8,446535.6
2017,29123,MO,Madison County,169825,565177.6,410297.2,213300.2
2017,29125,MO,Maries County,226488.3,628063.3,477071.1,273071
2017,29127,MO,Marion County,89564.8,315199.2,247164.4,209271.6
2017,29129,MO,Mercer County,142975,488402.6,301963.2,210459.2
2017,29131,MO,Miller County,221595,789684,606364.5,396856.5
2017,29133,MO,Mississippi County,355156.4,826354,342849,235598.8
2017,29135,MO,Moniteau County,839376,2471496,1451421,1066707
2017,29137,MO,Monroe County,204495.2,1094386.4,593260.8,355057.6
2017,29139,MO,Montgomery County,149923.6,462440.4,271340.6,173151.2
2017,29141,MO,Morgan County,285535.8,550578.6,351113.4,178972.2
2017,29143,MO,New Madrid County,162592.2,417963,212196.6,125848.2
2017,29145,MO,Newton County,181720.8,588910,533384.2,378585
2017,29147,MO,Nodaway County,115350,742085,544067.5,519075
2017,29149,MO,Oregon County,706462.8,1864040.4,1076717.4,604323.6
2017,29151,MO,Osage County,362426.4,1874773.6,1261780.8,970944.8
2017,29153,MO,Ozark County,341632.8,757533.6,536586.3,220947.3
2017,29155,MO,Pemiscot County,2043977.4,4634364.6,2246351.4,1183887.9
2017,29157,MO,Perry County,438757.2,1297195.2,833002.8,610444.8
2017,29159,MO,Pettis County,655943.4,1832476.8,1764800.1,952679.7
2017,29161,MO,Phelps County,45223.4,144811.1,140962.3,150103.2
2017,29163,MO,Pike County,131889.6,529603.2,208569.6,152337.6
2017,29165,MO,Platte County,84813,543801,758328,1107558
2017,29167,MO,Polk County,246834,854777,690221,493668
2017,29169,MO,Pulaski County,35140,187622.5,222135,182602.5
2017,29171,MO,Putnam County,75958.4,557480.4,469314.4,253646.8
2017,29173,MO,Ralls County,3757288,19419246.4,10639057.6,5734808
2017,29175,MO,Randolph County,102982,359500.8,303328.8,170388.4
2017,29177,MO,Ray County,189135.8,813640.8,504956.9,274782.2
2017,29179,MO,Reynolds County,1480851,2534790,1741000.5,913858.5
2017,29181,MO,Ripley County,18140413.2,40666420.8,30599488.2,10266277.8
2017,29183,MO,St. Charles County,104236,523446,691130,947188
2017,29185,MO,St. Clair County,53645.2,188434.4,148313.2,60407.2
2017,29186,MO,Ste. Genevieve County,42681.8,186112.5,173208.7,94297
2017,29187,MO,St. Francois County,539574,1464558,1287269.4,562698.6
2017,29189,MO,St. Louis County,48669.1,174053.9,228497.3,373679.7
2017,29195,MO,Saline County,77670.9,230604.3,146310.3,146912.4
2017,29197,MO,Schuyler County,302500.7,1430270.3,919249.7,284879.3
2017,29199,MO,Scotland County,652999.4,1299659,757606.1,462805.4
2017,29201,MO,Scott County,89697.6,236079.1,170674.6,126448.7
2017,29203,MO,Shannon County,786041,2568472,1334055.5,846931.5
2017,29205,MO,Shelby County,290805.5,1088590.5,707712.5,486391.5
2017,29207,MO,Stoddard County,386259.3,889009.5,490488,277943.2
2017,29209,MO,Stone County,340292.7,1165244.7,1220241.5,711521.1
2017,29211,MO,Sullivan County,372827.8,1203558.2,545479.6,377832.2
2017,29213,MO,Taney County,131630.4,457382.4,444086.4,296500.8
2017,29215,MO,Texas County,576108.5,1554333,1163816.5,572242
2017,29217,MO,Vernon County,22009.9,82691.4,61710,39288.7
2017,29219,MO,Warren County,219972,694744.9,559095.5,359287.6
2017,29221,MO,Washington County,6018207,12468490.4,8456352.4,3888687.6
2017,29223,MO,Wayne County,171698.8,405662,265095.4,100943.8
2017,29225,MO,Webster County,169672,515696,406144,244488
2017,29227,MO,Worth County,57688.8,330704.4,159650.4,122756.4
2017,29229,MO,Wright County,100912,254060.8,169176,69451.2
2017,29510,MO,St. Louis city,115516.8,260982.4,286652.8,406448
2017,30001,MT,Beaverhead County,6721,34338.2,40692.6,40448.2
2017,30003,MT,Big Horn County,865532.4,2768070.6,2947709.4,1584087.6
2017,30005,MT,Blaine County,53614.5,153349,226564.5,142395.5
2017,30007,MT,Broadwater County,83219.1,310606.5,501658.8,275443.5
2017,30009,MT,Carbon County,7816.5,52631.1,58536.9,54715.5
2017,30011,MT,Carter County,68915,279240,360685,186160
2017,30013,MT,Cascade County,63742,285017.8,309604,252236.2
2017,30015,MT,Chouteau County,23771.1,104713.2,90270,82145.7
2017,30017,MT,Custer County,66616.9,335342.7,410992.4,316148
2017,30019,MT,Daniels County,710000,3540000,3530000,2230000
2017,30021,MT,Dawson County,539050,3255862,4484896,2501192
2017,30023,MT,Deer Lodge County,12024.9,48487.5,39695.1,29092.5
2017,30025,MT,Fallon County,61380,466488,572880,261888
2017,30027,MT,Fergus County,3863.4,26386.2,30249.6,21700.8
2017,30029,MT,Flathead County,17125.8,93688.2,112157.2,112828.8
2017,30031,MT,Gallatin County,42803.8,301272.9,442854.7,859368.6
2017,30033,MT,Garfield County,28538.4,494665.6,410239.5,255656.5
2017,30035,MT,Glacier County,22355.4,72949.2,58241.7,42553.7
2017,30037,MT,Golden Valley County,254293.2,1129182.9,1059555,584268.9
2017,30039,MT,Granite County,609957,1911198.6,2033190,2222954.4
2017,30041,MT,Hill County,21357.6,73052.7,84945,63344.7
2017,30043,MT,Jefferson County,106920,517104,625968,695952
2017,30045,MT,Judith Basin County,8761.8,51024.6,72156,39857.6
2017,30047,MT,Lake County,62947.5,206827.5,282037.5,265687.5
2017,30049,MT,Lewis and Clark County,8144.4,43128.3,55715.1,78297.3
2017,30051,MT,Liberty County,116587,84674.5,127650,96588.5
2017,30053,MT,Lincoln County,998248.5,4462758,4039970.4,2243123.1
2017,30055,MT,McCone County,18092.1,146592.4,214785.7,84429.8
2017,30057,MT,Madison County,58870.8,457884,595249.2,521660.7
2017,30059,MT,Meagher County,1882.8,17468.2,17468.2,15480.8
2017,30061,MT,Mineral County,30892.5,139222.2,138398.4,103386.9
2017,30063,MT,Missoula County,22052,123968,186548,263432
2017,30065,MT,Musselshell County,15067.2,61320,62196,36616.8
2017,30067,MT,Park County,23103,184144.5,245979,226273.5
2017,30069,MT,Petroleum County,665.4,45801.7,33048.2,31384.7
2017,30071,MT,Phillips County,314966.2,1493961.3,1634419.2,808697
2017,30073,MT,Pondera County,96039.3,322338.8,434936.6,250585.3
2017,30075,MT,Powder River County,68807.6,357355.6,406186.8,277450
2017,30077,MT,Powell County,90630.4,391190.4,269116.8,173862.4
2017,30079,MT,Prairie County,152243,337276.8,380607.5,300972.7
2017,30081,MT,Ravalli County,25670.6,103376.2,119333.6,98519.6
2017,30083,MT,Richland County,159169.2,1342557.6,1394460.6,560552.4
2017,30085,MT,Roosevelt County,90422.4,305175.6,362631.5,182728.6
2017,30087,MT,Rosebud County,38755.5,121433.9,137305.2,71236.3
2017,30089,MT,Sanders County,54765,237923.5,200196.5,115615
2017,30091,MT,Sheridan County,36156.4,171010,155863.4,125570.2
2017,30093,MT,Silver Bow County,4209.8,23425.5,21252.7,19012
2017,30095,MT,Stillwater County,54260.9,237856,243059.1,208124
2017,30097,MT,Sweet Grass County,8346,69550,88596,47294
2017,30099,MT,Teton County,7650,35088,33558,25704
2017,30101,MT,Toole County,1669290,5611994,4451440,4149378
2017,30103,MT,Treasure County,281934.2,1061213,893319.6,928165.4
2017,30105,MT,Valley County,44534,211854.6,258933.4,121514.2
2017,30107,MT,Wheatland County,4341.5,17960.1,15263.8,8134.6
2017,30109,MT,Wibaux County,5490.8,28863.8,21963.2,17956.4
2017,30111,MT,Yellowstone County,2410,13496,16050.6,16243.4
2017,31001,NE,Adams County,44956.8,145574.4,206587.2,138081.6
2017,31003,NE,Antelope County,83822.2,388630.2,415845.2,200302.4
2017,31005,NE,Arthur County,8698.8,47645.7,85801.8,55553.7
2017,31007,NE,Banner County,21700.8,53950.6,143165,82282.2
2017,31009,NE,Blaine County,397856,1805271.6,1636182.8,1133889.6
2017,31011,NE,Boone County,33982,262707,229378.5,127432.5
2017,31013,NE,Box Butte County,76503.5,259306.6,318898.8,150591.1
2017,31015,NE,Boyd County,126856.1,1126171.5,898348.3,434935.2
2017,31017,NE,Brown County,53739,314757,293432,191925
2017,31019,NE,Buffalo County,30576.7,98083.7,131440.1,136999.5
2017,31021,NE,Burt County,51780.2,210611.6,184430.6,134395.8
2017,31023,NE,Butler County,60958.8,357044.4,320275.6,230288.8
2017,31025,NE,Cass County,35368.5,177463,223380,184909
2017,31027,NE,Cedar County,60334.5,394820.5,372592,229694.5
2017,31029,NE,Chase County,109408.2,236900.4,355350.6,202540.8
2017,31031,NE,Cherry County,29421.9,349793.7,428252.1,281142.6
2017,31033,NE,Cheyenne County,127171.8,676231,761012.2,456203.6
2017,31035,NE,Clay County,62230,315595,332486,177800
2017,31037,NE,Colfax County,630659.4,708899.1,673335.6,358005.9
2017,31039,NE,Cuming County,19959.8,64586.9,59126.2,44438.8
2017,31041,NE,Custer County,32222.4,186429.6,221529,135219
2017,31043,NE,Dakota County,811224.7,1229684.5,1123234.2,506556.6
2017,31045,NE,Dawes County,2864262,11625534,21229236,20442968
2017,31047,NE,Dawson County,40162.3,55650.9,55110.6,28996.1
2017,31049,NE,Deuel County,53029,164669,231094.8,108849
2017,31051,NE,Dixon County,46644,97474,91494,63388
2017,31053,NE,Dodge County,28414.8,95242.2,87612.3,51830.7
2017,31055,NE,Douglas County,42064,99424,141488,194546
2017,31057,NE,Dundy County,203049.4,490342.7,807877.4,656670.4
2017,31059,NE,Fillmore County,10673.6,68044.2,69569,42313.2
2017,31061,NE,Franklin County,15523.2,73584,79430.4,33264
2017,31063,NE,Frontier County,11762.4,56581.2,84770.4,49686
2017,31065,NE,Furnas County,6230.4,20248.8,24791.8,13629
2017,31067,NE,Gage County,21603.4,87363.2,80241.2,47954.8
2017,31069,NE,Garden County,381417.8,1980911.8,2159316.9,1630253.5
2017,31071,NE,Garfield County,30383.1,231095.7,389456.1,270685.8
2017,31073,NE,Gosper County,20658,88829.4,127735.3,106733
2017,31075,NE,Grant County,6340.3,26164.9,31522.9,25271.9
2017,31077,NE,Greeley County,23522.2,102024,111376.2,46761
2017,31079,NE,Hall County,154050.2,318302.4,326464,221383.4
2017,31081,NE,Hamilton County,2224.2,18602.4,28779.8,17726.2
2017,31083,NE,Harlan County,45702.7,175086.4,259411.1,162856.1
2017,31085,NE,Hayes County,47374.8,216057.8,319421,134946.4
2017,31087,NE,Hitchcock County,25925,160216.5,237473,94885.5
2017,31089,NE,Holt County,41792,197206,242916,171739
2017,31091,NE,Hooker County,58118.4,309157.6,226823.2,213100.8
2017,31093,NE,Howard County,3727.1,31640.7,27992.9,16018.6
2017,31095,NE,Jefferson County,30037.7,139693.4,131007.8,61161.1
2017,31097,NE,Johnson County,97428,382087.2,209258.4,158426.4
2017,31099,NE,Kearney County,1634661.6,9116382,12228526.2,8456230.2
2017,31101,NE,Keith County,366912,1016064,1435896,712656
2017,31103,NE,Keya Paha County,3609.6,23270.4,28569.6,21350.4
2017,31105,NE,Kimball County,7368.9,23324.7,22472.1,7734.3
2017,31107,NE,Knox County,3792.4,17814.3,18862.2,9381.2
2017,31109,NE,Lancaster County,235464.8,738024,1131636.8,1409274.4
2017,31111,NE,Lincoln County,48080.2,238824.6,333408.6,167886.6
2017,31113,NE,Logan County,19827.6,118965.6,217620,127670.4
2017,31115,NE,Loup County,6131.9,136705.3,152576.1,64926
2017,31117,NE,McPherson County,48643,199436.3,281434.5,166081.1
2017,31119,NE,Madison County,33772.5,134235,155610,103882.5
2017,31121,NE,Merrick County,108983.6,601012.5,629861.1,261240.1
2017,31123,NE,Morrill County,24825.4,90586.3,97188.8,51763.6
2017,31125,NE,Nance County,20030.7,97250.5,120474.5,52254
2017,31127,NE,Nemaha County,83352,260928,296262,266364
2017,31129,NE,Nuckolls County,56390.2,232698.8,263392.2,162032.6
2017,31131,NE,Otoe County,232225,1108045,1101410,875820
2017,31133,NE,Pawnee County,78854.4,209923.2,158774.4,85248
2017,31135,NE,Perkins County,112644,257472,443066.4,259617.6
2017,31137,NE,Phelps County,63752,225522.7,302025.1,205600.2
2017,31139,NE,Pierce County,8041.6,48824,53993.6,32597.2
2017,31141,NE,Platte County,164627.4,426009.5,512655.5,339363.5
2017,31143,NE,Polk County,1578519.3,6604379.6,6658811.3,3284045.9
2017,31145,NE,Red Willow County,153716.1,663295.5,789637.5,496945.2
2017,31147,NE,Richardson County,232723.2,1443611.1,1254523.5,705442.2
2017,31149,NE,Rock County,70360.1,526842.7,610931.6,507965.6
2017,31151,NE,Saline County,104722.2,147034.2,180883.8,96259.8
2017,31153,NE,Sarpy County,13887,64188.8,103381,126834.6
2017,31155,NE,Saunders County,6375.9,36571.2,42345.6,35007.3
2017,31157,NE,Scotts Bluff County,63472.8,170059.2,214969.2,149700
2017,31159,NE,Seward County,28252,143782.5,178088.5,153872.5
2017,31161,NE,Sheridan County,7322.5,23852.5,26752.5,14572.5
2017,31163,NE,Sherman County,60673.2,253527.3,260750.3,148071.5
2017,31165,NE,Sioux County,21886.8,106908.6,184775.1,107329.5
2017,31167,NE,Stanton County,107749.2,642351,895147.2,424780.5
2017,31169,NE,Thayer County,60567,308425.8,351288.6,211518.6
2017,31171,NE,Thomas County,26782.4,83871.2,155056,86338
2017,31173,NE,Thurston County,7771,28302.8,30266,15460.2
2017,31175,NE,Valley County,84216.6,416941.2,517725,363097.8
2017,31177,NE,Washington County,106612,659056,840781,816551
2017,31179,NE,Wayne County,8375500.2,63697883.1,74718278.1,73616238.6
2017,31181,NE,Webster County,275361.3,1574873.4,2033808.9,946856.4
2017,31183,NE,Wheeler County,263245,1368874,2269171.9,1358344.2
2017,31185,NE,York County,4845,24650,34000,21420
2017,32001,NV,Churchill County,12746.5,64124.7,82362,37062.9
2017,32003,NV,Clark County,228833.6,471128,548527.6,434110.8
2017,32005,NV,Douglas County,33019.4,140047.8,215195.4,181037.4
2017,32007,NV,Elko County,57975.3,181238.1,198474,85134.9
2017,32009,NV,Esmeralda County,1071615.6,1412584.2,1894270,1033730.2
2017,32011,NV,Eureka County,21839.3,184074.1,190313.9,49472.7
2017,32013,NV,Humboldt County,618828,1520548.8,1418884.2,866359.2
2017,32015,NV,Lander County,77445.2,248605.6,272034.4,53365.6
2017,32017,NV,Lincoln County,52879.2,162643.6,124186,60891.2
2017,32019,NV,Lyon County,6171865.8,14416373.1,18147127.8,7323333.3
2017,32021,NV,Mineral County,107430.4,367373.6,352026.4,132369.6
2017,32023,NV,Nye County,739057.5,1981769,2052937.5,695261.5
2017,32027,NV,Pershing County,966481.5,2638069,1841785.5,632164
2017,32029,NV,Storey County,288384,1302534.4,1855270.4,1360211.2
2017,32031,NV,Washoe County,873540,1800252,2468700,2453508
2017,32033,NV,White Pine County,300523,1360262,1078719.4,423895.6
2017,32510,NV,Carson City,1099447.8,2368729,3405606.6,2064816.6
2017,33001,NH,Belknap County,2663030.5,12004122.1,13560970.7,12782546.4
2017,33003,NH,Carroll County,731158.4,4133283.2,4476480,5580678.4
2017,33005,NH,Cheshire County,1930086.9,9742343.4,8823254.4,10140615.3
2017,33007,NH,Coos County,1389020.4,5041629.6,3858390,2572260
2017,33009,NH,Grafton County,301539,1107078.9,1064001.9,1835080.2
2017,33011,NH,Hillsborough County,1916417.8,6909900.8,7476728.6,10688752.8
2017,33013,NH,Merrimack County,6449160.8,27598614.6,26745049.2,33952934.8
2017,33015,NH,Rockingham County,2018682,11304619.2,12336390,19199908.8
2017,33017,NH,Strafford County,3166457.8,13636197.3,15474785.7,18845531.1
2017,33019,NH,Sullivan County,870042.9,3508237.5,2207850.8,2769168.8
2017,34001,NJ,Atlantic County,1860963.6,4942231.2,3965988,4484617.2
