Year,FIPS_code,County,State,population
2019,46073,Jerauld County,SD,2013
2019,46075,Jones County,SD,903
2019,46077,Kingsbury County,SD,4939
2019,46079,Lake County,SD,12797
2019,46081,Lawrence County,SD,25844
2019,46083,Lincoln County,SD,61128
2019,46085,Lyman County,SD,3781
2019,46087,McCook County,SD,5586
2019,46089,McPherson County,SD,2379
2019,46091,Marshall County,SD,4935
2019,46093,Meade County,SD,28332
2019,46095,Mellette County,SD,2061
2019,46097,Miner County,SD,2216
2019,46099,Minnehaha County,SD,193134
2019,46101,Moody County,SD,6576
2019,46102,Oglala Lakota County,SD,13813
2019,46103,Pennington County,SD,113775
2019,46105,Perkins County,SD,2865
2019,46107,Potter County,SD,2153
2019,46109,Roberts County,SD,10394
2019,46111,Sanborn County,SD,2344
2019,46115,Spink County,SD,6376
2019,46117,Stanley County,SD,3098
2019,46119,Sully County,SD,1391
2019,46121,Todd County,SD,10177
2019,46123,Tripp County,SD,5441
2019,46125,Turner County,SD,8384
2019,46127,Union County,SD,15932
2019,46129,Walworth County,SD,5435
2019,46135,Yankton County,SD,22814
2019,46137,Ziebach County,SD,2756
2019,47001,Anderson County,TN,76978
2019,47003,Bedford County,TN,49713
2019,47005,Benton County,TN,16160
2019,47007,Bledsoe County,TN,15064
2019,47009,Blount County,TN,133088
2019,47011,Bradley County,TN,108110
2019,47013,Campbell County,TN,39842
2019,47015,Cannon County,TN,14678
2019,47017,Carroll County,TN,27767
2019,47019,Carter County,TN,56391
2019,47021,Cheatham County,TN,40667
2019,47023,Chester County,TN,17297
2019,47025,Claiborne County,TN,31959
2019,47027,Clay County,TN,7615
2019,47029,Cocke County,TN,36004
2019,47031,Coffee County,TN,56520
2019,47033,Crockett County,TN,14230
2019,47035,Cumberland County,TN,60520
2019,47037,Davidson County,TN,694144
2019,47039,Decatur County,TN,11663
2019,47041,DeKalb County,TN,20490
2019,47043,Dickson County,TN,53948
2019,47045,Dyer County,TN,37159
2019,47047,Fayette County,TN,41133
2019,47049,Fentress County,TN,18523
2019,47051,Franklin County,TN,42208
2019,47053,Gibson County,TN,49133
2019,47055,Giles County,TN,29464
2019,47057,Grainger County,TN,23320
2019,47059,Greene County,TN,69069
2019,47061,Grundy County,TN,13427
2019,47063,Hamblen County,TN,64934
2019,47065,Hamilton County,TN,367804
2019,47067,Hancock County,TN,6620
2019,47069,Hardeman County,TN,25050
2019,47071,Hardin County,TN,25652
2019,47073,Hawkins County,TN,56786
2019,47075,Haywood County,TN,17304
2019,47077,Henderson County,TN,28117
2019,47079,Henry County,TN,32345
2019,47081,Hickman County,TN,25178
2019,47083,Houston County,TN,8201
2019,47085,Humphreys County,TN,18582
2019,47087,Jackson County,TN,11786
2019,47089,Jefferson County,TN,54495
2019,47091,Johnson County,TN,17788
2019,47093,Knox County,TN,470313
2019,47095,Lake County,TN,7016
2019,47097,Lauderdale County,TN,25633
2019,47099,Lawrence County,TN,44142
2019,47101,Lewis County,TN,12268
2019,47103,Lincoln County,TN,34366
2019,47105,Loudon County,TN,54068
2019,47107,McMinn County,TN,53794
2019,47109,McNairy County,TN,25694
2019,47111,Macon County,TN,24602
2019,47113,Madison County,TN,97984
2019,47115,Marion County,TN,28907
2019,47117,Marshall County,TN,34375
2019,47119,Maury County,TN,96387
2019,47121,Meigs County,TN,12422
2019,47123,Monroe County,TN,46545
2019,47125,Montgomery County,TN,208993
2019,47127,Moore County,TN,6488
2019,47129,Morgan County,TN,21403
2019,47131,Obion County,TN,30069
2019,47133,Overton County,TN,22241
2019,47135,Perry County,TN,8076
2019,47137,Pickett County,TN,5048
2019,47139,Polk County,TN,16832
2019,47141,Putnam County,TN,80245
2019,47143,Rhea County,TN,33167
2019,47145,Roane County,TN,53382
2019,47147,Robertson County,TN,71813
2019,47149,Rutherford County,TN,332285
2019,47151,Scott County,TN,22068
2019,47153,Sequatchie County,TN,15026
2019,47155,Sevier County,TN,98250
2019,47157,Shelby County,TN,937166
2019,47159,Smith County,TN,20157
2019,47161,Stewart County,TN,13715
2019,47163,Sullivan County,TN,158348
2019,47165,Sumner County,TN,191283
2019,47167,Tipton County,TN,61599
2019,47169,Trousdale County,TN,11284
2019,47171,Unicoi County,TN,17883
2019,47173,Union County,TN,19972
2019,47175,Van Buren County,TN,5872
2019,47177,Warren County,TN,41277
2019,47179,Washington County,TN,129375
2019,47181,Wayne County,TN,16673
2019,47183,Weakley County,TN,33328
2019,47185,White County,TN,27345
2019,47187,Williamson County,TN,238412
2019,47189,Wilson County,TN,144657
2019,48001,Anderson County,TX,57735
2019,48003,Andrews County,TX,18705
2019,48005,Angelina County,TX,86715
2019,48007,Aransas County,TX,23510
2019,48009,Archer County,TX,8553
2019,48011,Armstrong County,TX,1887
2019,48013,Atascosa County,TX,51153
2019,48015,Austin County,TX,30032
2019,48017,Bailey County,TX,7000
2019,48019,Bandera County,TX,23112
2019,48021,Bastrop County,TX,88723
2019,48023,Baylor County,TX,3509
2019,48025,Bee County,TX,32565
2019,48027,Bell County,TX,362924
2019,48029,Bexar County,TX,2003554
2019,48031,Blanco County,TX,11931
2019,48033,Borden County,TX,654
2019,48035,Bosque County,TX,18685
2019,48037,Bowie County,TX,93245
2019,48039,Brazoria County,TX,374264
2019,48041,Brazos County,TX,229211
2019,48043,Brewster County,TX,9203
2019,48045,Briscoe County,TX,1546
2019,48047,Brooks County,TX,7093
2019,48049,Brown County,TX,37864
2019,48051,Burleson County,TX,18443
2019,48053,Burnet County,TX,48155
2019,48055,Caldwell County,TX,43664
2019,48057,Calhoun County,TX,21290
2019,48059,Callahan County,TX,13943
2019,48061,Cameron County,TX,423163
2019,48063,Camp County,TX,13094
2019,48065,Carson County,TX,5926
2019,48067,Cass County,TX,30026
2019,48069,Castro County,TX,7530
2019,48071,Chambers County,TX,43837
2019,48073,Cherokee County,TX,52646
2019,48075,Childress County,TX,7306
2019,48077,Clay County,TX,10471
2019,48079,Cochran County,TX,2853
2019,48081,Coke County,TX,3387
2019,48083,Coleman County,TX,8175
2019,48085,Collin County,TX,1034730
2019,48087,Collingsworth County,TX,2920
2019,48089,Colorado County,TX,21493
2019,48091,Comal County,TX,156209
2019,48093,Comanche County,TX,13635
2019,48095,Concho County,TX,2726
2019,48097,Cooke County,TX,41257
2019,48099,Coryell County,TX,75951
2019,48101,Cottle County,TX,1398
2019,48103,Crane County,TX,4797
2019,48105,Crockett County,TX,3464
2019,48107,Crosby County,TX,5737
2019,48109,Culberson County,TX,2171
2019,48111,Dallam County,TX,7287
2019,48113,Dallas County,TX,2635516
2019,48115,Dawson County,TX,12728
2019,48117,Deaf Smith County,TX,18546
2019,48119,Delta County,TX,5331
2019,48121,Denton County,TX,887207
2019,48123,DeWitt County,TX,20160
2019,48125,Dickens County,TX,2211
2019,48127,Dimmit County,TX,10124
2019,48129,Donley County,TX,3278
2019,48131,Duval County,TX,11157
2019,48133,Eastland County,TX,18360
2019,48135,Ector County,TX,166223
2019,48137,Edwards County,TX,1932
2019,48139,Ellis County,TX,184826
2019,48141,El Paso County,TX,839238
2019,48143,Erath County,TX,42698
2019,48145,Falls County,TX,17297
2019,48147,Fannin County,TX,35514
2019,48149,Fayette County,TX,25346
2019,48151,Fisher County,TX,3830
2019,48153,Floyd County,TX,5712
2019,48155,Foard County,TX,1155
2019,48157,Fort Bend County,TX,811688
2019,48159,Franklin County,TX,10725
2019,48161,Freestone County,TX,19717
2019,48163,Frio County,TX,20306
2019,48165,Gaines County,TX,21492
2019,48167,Galveston County,TX,342139
2019,48169,Garza County,TX,6229
2019,48171,Gillespie County,TX,26988
2019,48173,Glasscock County,TX,1409
2019,48175,Goliad County,TX,7658
2019,48177,Gonzales County,TX,20837
2019,48179,Gray County,TX,21886
2019,48181,Grayson County,TX,136212
2019,48183,Gregg County,TX,123945
2019,48185,Grimes County,TX,28880
2019,48187,Guadalupe County,TX,166847
2019,48189,Hale County,TX,33406
2019,48191,Hall County,TX,2964
2019,48193,Hamilton County,TX,8461
2019,48195,Hansford County,TX,5399
2019,48197,Hardeman County,TX,3933
2019,48199,Hardin County,TX,57602
2019,48201,Harris County,TX,4713325
2019,48203,Harrison County,TX,66553
2019,48205,Hartley County,TX,5576
2019,48207,Haskell County,TX,5658
2019,48209,Hays County,TX,230191
2019,48211,Hemphill County,TX,3819
2019,48213,Henderson County,TX,82737
2019,48215,Hidalgo County,TX,868707
2019,48217,Hill County,TX,36649
2019,48219,Hockley County,TX,23021
2019,48221,Hood County,TX,61643
2019,48223,Hopkins County,TX,37084
2019,48225,Houston County,TX,22968
2019,48227,Howard County,TX,36664
2019,48229,Hudspeth County,TX,4886
2019,48231,Hunt County,TX,98594
2019,48233,Hutchinson County,TX,20938
2019,48235,Irion County,TX,1536
2019,48237,Jack County,TX,8935
2019,48239,Jackson County,TX,14760
2019,48241,Jasper County,TX,35529
2019,48243,Jeff Davis County,TX,2274
2019,48245,Jefferson County,TX,251565
2019,48247,Jim Hogg County,TX,5200
2019,48249,Jim Wells County,TX,40482
2019,48251,Johnson County,TX,175817
2019,48253,Jones County,TX,20083
2019,48255,Karnes County,TX,15601
2019,48257,Kaufman County,TX,136154
2019,48259,Kendall County,TX,47431
2019,48261,Kenedy County,TX,404
2019,48263,Kent County,TX,762
2019,48265,Kerr County,TX,52600
2019,48267,Kimble County,TX,4337
2019,48269,King County,TX,272
2019,48271,Kinney County,TX,3667
2019,48273,Kleberg County,TX,30680
2019,48275,Knox County,TX,3664
2019,48277,Lamar County,TX,49859
2019,48279,Lamb County,TX,12893
2019,48281,Lampasas County,TX,21428
2019,48283,La Salle County,TX,7520
2019,48285,Lavaca County,TX,20154
2019,48287,Lee County,TX,17239
2019,48289,Leon County,TX,17404
2019,48291,Liberty County,TX,88219
2019,48293,Limestone County,TX,23437
2019,48295,Lipscomb County,TX,3233
2019,48297,Live Oak County,TX,12207
2019,48299,Llano County,TX,21795
2019,48301,Loving County,TX,169
2019,48303,Lubbock County,TX,310569
2019,48305,Lynn County,TX,5951
2019,48307,McCulloch County,TX,7984
2019,48309,McLennan County,TX,256623
2019,48311,McMullen County,TX,743
2019,48313,Madison County,TX,14284
2019,48315,Marion County,TX,9854
2019,48317,Martin County,TX,5771
2019,48319,Mason County,TX,4274
2019,48321,Matagorda County,TX,36643
2019,48323,Maverick County,TX,58722
2019,48325,Medina County,TX,51584
2019,48327,Menard County,TX,2138
2019,48329,Midland County,TX,176832
2019,48331,Milam County,TX,24823
2019,48333,Mills County,TX,4873
2019,48335,Mitchell County,TX,8545
2019,48337,Montague County,TX,19818
2019,48339,Montgomery County,TX,607391
2019,48341,Moore County,TX,20940
2019,48343,Morris County,TX,12388
2019,48345,Motley County,TX,1200
2019,48347,Nacogdoches County,TX,65204
2019,48349,Navarro County,TX,50113
2019,48351,Newton County,TX,13595
2019,48353,Nolan County,TX,14714
2019,48355,Nueces County,TX,362294
2019,48357,Ochiltree County,TX,9836
2019,48359,Oldham County,TX,2112
2019,48361,Orange County,TX,83396
2019,48363,Palo Pinto County,TX,29189
2019,48365,Panola County,TX,23194
2019,48367,Parker County,TX,142878
2019,48369,Parmer County,TX,9605
2019,48371,Pecos County,TX,15823
2019,48373,Polk County,TX,51353
2019,48375,Potter County,TX,117415
2019,48377,Presidio County,TX,6704
2019,48379,Rains County,TX,12514
2019,48381,Randall County,TX,137713
2019,48383,Reagan County,TX,3849
2019,48385,Real County,TX,3452
2019,48387,Red River County,TX,12023
2019,48389,Reeves County,TX,15976
2019,48391,Refugio County,TX,6948
2019,48393,Roberts County,TX,854
2019,48395,Robertson County,TX,17074
2019,48397,Rockwall County,TX,104915
2019,48399,Runnels County,TX,10264
2019,48401,Rusk County,TX,54406
2019,48403,Sabine County,TX,10542
2019,48405,San Augustine County,TX,8237
2019,48407,San Jacinto County,TX,28859
2019,48409,San Patricio County,TX,66730
2019,48411,San Saba County,TX,6055
2019,48413,Schleicher County,TX,2793
2019,48415,Scurry County,TX,16703
2019,48417,Shackelford County,TX,3265
2019,48419,Shelby County,TX,25274
2019,48421,Sherman County,TX,3022
2019,48423,Smith County,TX,232751
2019,48425,Somervell County,TX,9128
2019,48427,Starr County,TX,64633
2019,48429,Stephens County,TX,9366
2019,48431,Sterling County,TX,1291
2019,48433,Stonewall County,TX,1350
2019,48435,Sutton County,TX,3776
2019,48437,Swisher County,TX,7397
2019,48439,Tarrant County,TX,2102515
2019,48441,Taylor County,TX,138034
2019,48443,Terrell County,TX,776
2019,48445,Terry County,TX,12337
2019,48447,Throckmorton County,TX,1501
2019,48449,Titus County,TX,32750
2019,48451,Tom Green County,TX,119200
2019,48453,Travis County,TX,1273954
2019,48455,Trinity County,TX,14651
2019,48457,Tyler County,TX,21672
2019,48459,Upshur County,TX,41753
2019,48461,Upton County,TX,3657
2019,48463,Uvalde County,TX,26741
2019,48465,Val Verde County,TX,49025
2019,48467,Van Zandt County,TX,56590
2019,48469,Victoria County,TX,92084
2019,48471,Walker County,TX,72971
2019,48473,Waller County,TX,55246
2019,48475,Ward County,TX,11998
2019,48477,Washington County,TX,35882
2019,48479,Webb County,TX,276652
2019,48481,Wharton County,TX,41556
2019,48483,Wheeler County,TX,5056
2019,48485,Wichita County,TX,132230
2019,48487,Wilbarger County,TX,12769
2019,48489,Willacy County,TX,21358
2019,48491,Williamson County,TX,590551
2019,48493,Wilson County,TX,51070
2019,48495,Winkler County,TX,8010
2019,48497,Wise County,TX,69984
2019,48499,Wood County,TX,45539
2019,48501,Yoakum County,TX,8713
2019,48503,Young County,TX,18010
2019,48505,Zapata County,TX,14179
2019,48507,Zavala County,TX,11840
2019,49001,Beaver County,UT,6710
2019,49003,Box Elder County,UT,56046
2019,49005,Cache County,UT,128289
2019,49007,Carbon County,UT,20463
2019,49009,Daggett County,UT,950
2019,49011,Davis County,UT,355481
2019,49013,Duchesne County,UT,19938
2019,49015,Emery County,UT,10012
2019,49017,Garfield County,UT,5051
2019,49019,Grand County,UT,9754
2019,49021,Iron County,UT,54839
2019,49023,Juab County,UT,12017
2019,49025,Kane County,UT,7886
2019,49027,Millard County,UT,13188
2019,49029,Morgan County,UT,12124
2019,49031,Piute County,UT,1479
2019,49033,Rich County,UT,2483
2019,49035,Salt Lake County,UT,1160437
2019,49037,San Juan County,UT,15308
2019,49039,Sanpete County,UT,30939
2019,49041,Sevier County,UT,21620
2019,49043,Summit County,UT,42145
2019,49045,Tooele County,UT,72259
2019,49047,Uintah County,UT,35734
2019,49049,Utah County,UT,636235
2019,49051,Wasatch County,UT,34091
2019,49053,Washington County,UT,177556
2019,49055,Wayne County,UT,2711
2019,49057,Weber County,UT,260213
2019,50001,Addison County,VT,36777
2019,50003,Bennington County,VT,35470
2019,50005,Caledonia County,VT,29993
2019,50007,Chittenden County,VT,163774
2019,50009,Essex County,VT,6163
2019,50011,Franklin County,VT,49402
2019,50013,Grand Isle County,VT,7235
2019,50015,Lamoille County,VT,25362
2019,50017,Orange County,VT,28892
2019,50019,Orleans County,VT,27037
2019,50021,Rutland County,VT,58191
2019,50023,Washington County,VT,58409
2019,50025,Windham County,VT,42222
2019,50027,Windsor County,VT,55062
2019,51001,Accomack County,VA,32316
2019,51003,Albemarle County,VA,109330
2019,51005,Alleghany County,VA,14860
2019,51007,Amelia County,VA,13145
2019,51009,Amherst County,VA,31605
2019,51011,Appomattox County,VA,15911
2019,51013,Arlington County,VA,236842
2019,51015,Augusta County,VA,75558
2019,51017,Bath County,VA,4147
2019,51019,Bedford County,VA,78997
2019,51021,Bland County,VA,6280
2019,51023,Botetourt County,VA,33419
2019,51025,Brunswick County,VA,16231
2019,51027,Buchanan County,VA,21004
2019,51029,Buckingham County,VA,17148
2019,51031,Campbell County,VA,54885
2019,51033,Caroline County,VA,30725
2019,51035,Carroll County,VA,29791
2019,51036,Charles City County,VA,6963
2019,51037,Charlotte County,VA,11880
2019,51041,Chesterfield County,VA,352802
2019,51043,Clarke County,VA,14619
2019,51045,Craig County,VA,5131
2019,51047,Culpeper County,VA,52605
2019,51049,Cumberland County,VA,9932
2019,51051,Dickenson County,VA,14318
2019,51053,Dinwiddie County,VA,28544
2019,51057,Essex County,VA,10953
2019,51059,Fairfax County,VA,1147532
2019,51061,Fauquier County,VA,71222
2019,51063,Floyd County,VA,15749
2019,51065,Fluvanna County,VA,27270
2019,51067,Franklin County,VA,56042
2019,51069,Frederick County,VA,89313
2019,51071,Giles County,VA,16720
2019,51073,Gloucester County,VA,37348
2019,51075,Goochland County,VA,23753
2019,51077,Grayson County,VA,15550
2019,51079,Greene County,VA,19819
2019,51081,Greensville County,VA,11336
2019,51083,Halifax County,VA,33911
2019,51085,Hanover County,VA,107766
2019,51087,Henrico County,VA,330818
2019,51089,Henry County,VA,50557
2019,51091,Highland County,VA,2190
2019,51093,Isle of Wight County,VA,37109
2019,51095,James City County,VA,76523
2019,51097,King and Queen County,VA,7025
2019,51099,King George County,VA,26836
2019,51101,King William County,VA,17148
2019,51103,Lancaster County,VA,10603
2019,51105,Lee County,VA,23423
2019,51107,Loudoun County,VA,413538
2019,51109,Louisa County,VA,37591
2019,51111,Lunenburg County,VA,12196
2019,51113,Madison County,VA,13261
2019,51115,Mathews County,VA,8834
2019,51117,Mecklenburg County,VA,30587
2019,51119,Middlesex County,VA,10582
2019,51121,Montgomery County,VA,98535
2019,51125,Nelson County,VA,14930
2019,51127,New Kent County,VA,23091
2019,51131,Northampton County,VA,11710
2019,51133,Northumberland County,VA,12095
2019,51135,Nottoway County,VA,15232
2019,51137,Orange County,VA,37051
2019,51139,Page County,VA,23902
2019,51141,Patrick County,VA,17608
2019,51143,Pittsylvania County,VA,60354
2019,51145,Powhatan County,VA,29652
2019,51147,Prince Edward County,VA,22802
2019,51149,Prince George County,VA,38353
2019,51153,Prince William County,VA,470335
2019,51155,Pulaski County,VA,34027
2019,51157,Rappahannock County,VA,7370
2019,51159,Richmond County,VA,9023
2019,51161,Roanoke County,VA,94186
2019,51163,Rockbridge County,VA,22573
2019,51165,Rockingham County,VA,81948
2019,51167,Russell County,VA,26586
2019,51169,Scott County,VA,21566
2019,51171,Shenandoah County,VA,43616
2019,51173,Smyth County,VA,30104
2019,51175,Southampton County,VA,17631
2019,51177,Spotsylvania County,VA,136215
2019,51179,Stafford County,VA,152882
2019,51181,Surry County,VA,6422
2019,51183,Sussex County,VA,11159
2019,51185,Tazewell County,VA,40595
2019,51187,Warren County,VA,40164
2019,51191,Washington County,VA,53740
2019,51193,Westmoreland County,VA,18015
2019,51195,Wise County,VA,37383
2019,51197,Wythe County,VA,28684
2019,51199,York County,VA,68280
2019,51510,Alexandria city,VA,159428
2019,51520,Bristol city,VA,16762
2019,51530,Buena Vista city,VA,6478
2019,51540,Charlottesville city,VA,47266
2019,51550,Chesapeake city,VA,244835
2019,51570,Colonial Heights city,VA,17370
2019,51580,Covington city,VA,5538
2019,51590,Danville city,VA,40044
2019,51595,Emporia city,VA,5346
2019,51600,Fairfax city,VA,24019
2019,51610,Falls Church city,VA,14617
2019,51620,Franklin city,VA,7967
2019,51630,Fredericksburg city,VA,29036
2019,51640,Galax city,VA,6347
2019,51650,Hampton city,VA,134510
2019,51660,Harrisonburg city,VA,53016
2019,51670,Hopewell city,VA,22529
2019,51678,Lexington city,VA,7446
2019,51680,Lynchburg city,VA,82168
2019,51683,Manassas city,VA,41085
2019,51685,Manassas Park city,VA,17478
2019,51690,Martinsville city,VA,12554
2019,51700,Newport News city,VA,179225
2019,51710,Norfolk city,VA,242742
2019,51720,Norton city,VA,3981
2019,51730,Petersburg city,VA,31346
2019,51735,Poquoson city,VA,12271
2019,51740,Portsmouth city,VA,94398
2019,51750,Radford city,VA,18249
2019,51760,Richmond city,VA,230436
2019,51770,Roanoke city,VA,99143
2019,51775,Salem city,VA,25301
2019,51790,Staunton city,VA,24932
2019,51800,Suffolk city,VA,92108
2019,51810,Virginia Beach city,VA,449974
2019,51820,Waynesboro city,VA,22630
2019,51830,Williamsburg city,VA,14954
2019,51840,Winchester city,VA,28078
2019,53001,Adams County,WA,19983
2019,53003,Asotin County,WA,22582
2019,53005,Benton County,WA,204390
2019,53007,Chelan County,WA,77200
2019,53009,Clallam County,WA,77331
2019,53011,Clark County,WA,488241
2019,53013,Columbia County,WA,3985
2019,53015,Cowlitz County,WA,110593
2019,53017,Douglas County,WA,43429
2019,53019,Ferry County,WA,7627
2019,53021,Franklin County,WA,95222
2019,53023,Garfield County,WA,2225
2019,53025,Grant County,WA,97733
2019,53027,Grays Harbor County,WA,75061
2019,53029,Island County,WA,85141
2019,53031,Jefferson County,WA,32221
2019,53033,King County,WA,2252782
2019,53035,Kitsap County,WA,271473
2019,53037,Kittitas County,WA,47935
2019,53039,Klickitat County,WA,22425
2019,53041,Lewis County,WA,80707
2019,53043,Lincoln County,WA,10939
2019,53045,Mason County,WA,66768
2019,53047,Okanogan County,WA,42243
2019,53049,Pacific County,WA,22471
2019,53051,Pend Oreille County,WA,13724
2019,53053,Pierce County,WA,904980
2019,53055,San Juan County,WA,17582
2019,53057,Skagit County,WA,129205
2019,53059,Skamania County,WA,12083
2019,53061,Snohomish County,WA,822083
2019,53063,Spokane County,WA,522798
2019,53065,Stevens County,WA,45723
2019,53067,Thurston County,WA,290536
2019,53069,Wahkiakum County,WA,4488
2019,53071,Walla Walla County,WA,60760
2019,53073,Whatcom County,WA,229247
2019,53075,Whitman County,WA,50104
2019,53077,Yakima County,WA,250873
2019,54001,Barbour County,WV,16441
2019,54003,Berkeley County,WV,119171
2019,54005,Boone County,WV,21457
2019,54007,Braxton County,WV,13957
2019,54009,Brooke County,WV,21939
2019,54011,Cabell County,WV,91945
2019,54013,Calhoun County,WV,7109
2019,54015,Clay County,WV,8508
2019,54017,Doddridge County,WV,8448
2019,54019,Fayette County,WV,42406
2019,54021,Gilmer County,WV,7823
2019,54023,Grant County,WV,11568
2019,54025,Greenbrier County,WV,34662
2019,54027,Hampshire County,WV,23175
2019,54029,Hancock County,WV,28810
2019,54031,Hardy County,WV,13776
2019,54033,Harrison County,WV,67256
2019,54035,Jackson County,WV,28576
2019,54037,Jefferson County,WV,57146
2019,54039,Kanawha County,WV,178124
2019,54041,Lewis County,WV,15907
2019,54043,Lincoln County,WV,20409
2019,54045,Logan County,WV,32019
2019,54047,McDowell County,WV,17624
2019,54049,Marion County,WV,56072
2019,54051,Marshall County,WV,30531
2019,54053,Mason County,WV,26516
2019,54055,Mercer County,WV,58758
2019,54057,Mineral County,WV,26868
2019,54059,Mingo County,WV,23424
2019,54061,Monongalia County,WV,105612
2019,54063,Monroe County,WV,13275
2019,54065,Morgan County,WV,17884
2019,54067,Nicholas County,WV,24496
2019,54069,Ohio County,WV,41411
2019,54071,Pendleton County,WV,6969
2019,54073,Pleasants County,WV,7460
2019,54075,Pocahontas County,WV,8247
2019,54077,Preston County,WV,33432
2019,54079,Putnam County,WV,56450
2019,54081,Raleigh County,WV,73361
2019,54083,Randolph County,WV,28695
2019,54085,Ritchie County,WV,9554
2019,54087,Roane County,WV,13688
2019,54089,Summers County,WV,12573
2019,54091,Taylor County,WV,16695
2019,54093,Tucker County,WV,6839
2019,54095,Tyler County,WV,8591
2019,54097,Upshur County,WV,24176
2019,54099,Wayne County,WV,39402
2019,54101,Webster County,WV,8114
2019,54103,Wetzel County,WV,15065
2019,54105,Wirt County,WV,5821
2019,54107,Wood County,WV,83518
2019,54109,Wyoming County,WV,20394
2019,55001,Adams County,WI,20220
2019,55003,Ashland County,WI,15562
2019,55005,Barron County,WI,45244
2019,55007,Bayfield County,WI,15036
2019,55009,Brown County,WI,264542
2019,55011,Buffalo County,WI,13031
2019,55013,Burnett County,WI,15414
2019,55015,Calumet County,WI,50089
2019,55017,Chippewa County,WI,64658
2019,55019,Clark County,WI,34774
2019,55021,Columbia County,WI,57532
2019,55023,Crawford County,WI,16131
2019,55025,Dane County,WI,546695
2019,55027,Dodge County,WI,87839
2019,55029,Door County,WI,27668
2019,55031,Douglas County,WI,43150
2019,55033,Dunn County,WI,45368
2019,55035,Eau Claire County,WI,104646
2019,55037,Florence County,WI,4295
2019,55039,Fond du Lac County,WI,103403
2019,55041,Forest County,WI,9004
2019,55043,Grant County,WI,51439
2019,55045,Green County,WI,36960
2019,55047,Green Lake County,WI,18913
2019,55049,Iowa County,WI,23678
2019,55051,Iron County,WI,5687
2019,55053,Jackson County,WI,20643
2019,55055,Jefferson County,WI,84769
2019,55057,Juneau County,WI,26687
2019,55059,Kenosha County,WI,169561
2019,55061,Kewaunee County,WI,20434
2019,55063,La Crosse County,WI,118016
2019,55065,Lafayette County,WI,16665
2019,55067,Langlade County,WI,19189
2019,55069,Lincoln County,WI,27593
2019,55071,Manitowoc County,WI,78981
2019,55073,Marathon County,WI,135692
2019,55075,Marinette County,WI,40350
2019,55077,Marquette County,WI,15574
2019,55078,Menominee County,WI,4556
2019,55079,Milwaukee County,WI,945726
2019,55081,Monroe County,WI,46253
2019,55083,Oconto County,WI,37930
2019,55085,Oneida County,WI,35595
2019,55087,Outagamie County,WI,187885
2019,55089,Ozaukee County,WI,89221
2019,55091,Pepin County,WI,7287
2019,55093,Pierce County,WI,42754
2019,55095,Polk County,WI,43783
2019,55097,Portage County,WI,70772
2019,55099,Price County,WI,13351
2019,55101,Racine County,WI,196311
2019,55103,Richland County,WI,17252
2019,55105,Rock County,WI,163354
2019,55107,Rusk County,WI,14178
2019,55109,St. Croix County,WI,90687
2019,55111,Sauk County,WI,64442
2019,55113,Sawyer County,WI,16558
2019,55115,Shawano County,WI,40899
2019,55117,Sheboygan County,WI,115340
2019,55119,Taylor County,WI,20343
2019,55121,Trempealeau County,WI,29649
2019,55123,Vernon County,WI,30822
2019,55125,Vilas County,WI,22195
2019,55127,Walworth County,WI,103868
2019,55129,Washburn County,WI,15720
2019,55131,Washington County,WI,136034
2019,55133,Waukesha County,WI,404198
2019,55135,Waupaca County,WI,50990
2019,55137,Waushara County,WI,24443
2019,55139,Winnebago County,WI,171907
2019,55141,Wood County,WI,72999
2019,56001,Albany County,WY,38880
2019,56003,Big Horn County,WY,11790
2019,56005,Campbell County,WY,46341
2019,56007,Carbon County,WY,14800
2019,56009,Converse County,WY,13822
2019,56011,Crook County,WY,7584
2019,56013,Fremont County,WY,39261
2019,56015,Goshen County,WY,13211
2019,56017,Hot Springs County,WY,4413
2019,56019,Johnson County,WY,8445
2019,56021,Laramie County,WY,99500
2019,56023,Lincoln County,WY,19830
2019,56025,Natrona County,WY,79858
2019,56027,Niobrara County,WY,2356
2019,56029,Park County,WY,29194
2019,56031,Platte County,WY,8393
2019,56033,Sheridan County,WY,30485
2019,56035,Sublette County,WY,9831
2019,56037,Sweetwater County,WY,42343
2019,56039,Teton County,WY,23464
2019,56041,Uinta County,WY,20226
2019,56043,Washakie County,WY,7805
2019,56045,Weston County,WY,6927
2018,1001,Autauga County,AL,55601
2018,1003,Baldwin County,AL,218022
2018,1005,Barbour County,AL,24881
2018,1007,Bibb County,AL,22400
2018,1009,Blount County,AL,57840
2018,1011,Bullock County,AL,10138
2018,1013,Butler County,AL,19680
2018,1015,Calhoun County,AL,114277
2018,1017,Chambers County,AL,33615
2018,1019,Cherokee County,AL,26032
2018,1021,Chilton County,AL,44153
2018,1023,Choctaw County,AL,12841
2018,1025,Clarke County,AL,23920
2018,1027,Clay County,AL,13275
2018,1029,Cleburne County,AL,14987
2018,1031,Coffee County,AL,51909
2018,1033,Colbert County,AL,54762
2018,1035,Conecuh County,AL,12277
2018,1037,Coosa County,AL,10715
2018,1039,Covington County,AL,36986
2018,1041,Crenshaw County,AL,13824
2018,1043,Cullman County,AL,83442
2018,1045,Dale County,AL,48956
2018,1047,Dallas County,AL,38310
2018,1049,DeKalb County,AL,71385
2018,1051,Elmore County,AL,81887
2018,1053,Escambia County,AL,36748
