Year,County,State,GeoFips,Personal Income (thousands of dollars),Population (persons),Per Capita Personal Income
2017,Chugach Census Area, AK*,2063,0,0,0
2017,Copper River Census Area, AK*,2066,0,0,0
2017,Denali Borough, AK*,2068,95284,167223,1755
2017,Dillingham Census Area, AK*,2070,57740,285118,4938
2017,Fairbanks North Star Borough, AK,2090,53907,5371369,99641
2017,Haines Borough, AK*,2100,74287,159939,2153
2017,Hoonah-Angoon Census Area, AK*,2105,56821,130007,2288
2017,Juneau City and Borough, AK,2110,66171,2140749,32352
2017,Kenai Peninsula Borough, AK*,2122,50536,2942718,58230
2017,Ketchikan Gateway Borough, AK*,2130,64860,907005,13984
2017,Kodiak Island Borough, AK,2150,60300,821775,13628
2017,Kusilvak Census Area, AK*,2158,29542,244222,8267
2017,Lake and Peninsula Borough, AK*,2164,57945,91322,1576
2017,Matanuska-Susitna Borough, AK,2170,45841,4792210,104539
2017,Nome Census Area, AK,2180,48874,494894,10126
2017,North Slope Borough, AK*,2185,78438,830340,10586
2017,Northwest Arctic Borough, AK,2188,44004,347896,7906
2017,Petersburg Borough, AK*,2195,64018,214974,3358
2017,Prince of Wales-Hyder Census Area, AK*,2198,44151,270425,6125
2017,Prince of Wales-Outer Ketchikan Census Area, AK*,2201,0,0,0
2017,Sitka City and Borough, AK*,2220,67688,585972,8657
2017,Skagway Municipality, AK*,2230,72857,88521,1215
2017,Skagway-Yakutat-Angoon Census Area, AK*,2231,0,0,0
2017,Skagway-Hoonah-Angoon Census Area, AK*,2232,0,0,0
2017,Southeast Fairbanks Census Area, AK*,2240,48761,332991,6829
2017,Valdez-Cordova Census Area, AK*,2261,57875,557740,9637
2017,Wrangell City and Borough, AK*,2275,51096,114456,2240
2017,Wrangell-Petersburg Census Area, AK*,2280,0,0,0
2017,Yakutat City and Borough, AK*,2282,52627,33734,641
2017,Yukon-Koyukuk Census Area, AK*,2290,52592,292781,5567
2017,Aleutian Islands Division, AK*,2901,0,0,0
2017,Angoon Division, AK*,2903,0,0,0
2017,Barrow-North Slope Division, AK*,2904,0,0,0
2017,Bethel Division, AK*,2905,0,0,0
2017,Bristol Bay Division, AK*,2907,0,0,0
2017,Cordova-McCarthy Division, AK*,2908,0,0,0
2017,Haines Division, AK*,2910,0,0,0
2017,Kenai-Cook Inlet Division, AK*,2912,0,0,0
2017,Kuskokwim Division, AK*,2916,0,0,0
2017,Outer Ketchikan Division, AK*,2919,0,0,0
2017,Prince of Wales Division, AK*,2920,0,0,0
2017,Seward Division, AK*,2921,0,0,0
2017,Sitka Division, AK*,2922,0,0,0
2017,Skagway-Yakutat Division, AK*,2923,0,0,0
2017,Southeast Fairbanks Division, AK*,2924,0,0,0
2017,Upper Yukon Division, AK*,2925,0,0,0
2017,Valdez-Chitina-Whittier Division, AK*,2926,0,0,0
2017,Wrangell-Petersburg Division, AK*,2928,0,0,0
2017,Yukon-Koyukuk Division, AK*,2929,0,0,0
2017,Apache, AZ,4001,33914,2279883,67226
2017,Cochise, AZ,4003,39062,4825289,123528
2017,Coconino, AZ,4005,46483,6648800,143036
2017,Gila, AZ,4007,38591,2040736,52881
2017,Graham, AZ,4009,30028,1113952,37097
2017,Greenlee, AZ,4011,35940,344054,9573
2017,La Paz, AZ*,4012,37862,653263,17254
2017,Maricopa, AZ,4013,46680,197528194,4231511
2017,Mohave, AZ,4015,32467,6668387,205389
2017,Navajo, AZ,4017,31339,3302610,105384
2017,Pima, AZ,4019,42196,42857047,1015666
2017,Pinal, AZ,4021,33224,13227802,398134
2017,Santa Cruz, AZ,4023,36391,1715336,47136
2017,Yavapai, AZ,4025,39478,8926016,226100
2017,Yuma, AZ*,4027,35604,7117783,199915
2017,Arkansas, AR,5001,43991,779610,17722
2017,Ashley, AR,5003,34682,695374,20050
2017,Baxter, AR,5005,36457,1491545,40912
2017,Benton, AR,5007,84871,22516209,265299
2017,Boone, AR,5009,34360,1282945,37338
2017,Bradley, AR,5011,37407,400671,10711
2017,Calhoun, AR,5013,35206,173000,4914
2017,Carroll, AR,5015,32692,910442,27849
2017,Chicot, AR,5017,35370,382742,10821
2017,Clark, AR,5019,35568,771973,21704
2017,Clay, AR,5021,33765,504994,14956
2017,Cleburne, AR,5023,37017,921465,24893
2017,Cleveland, AR,5025,39513,311122,7874
2017,Columbia, AR,5027,37458,870891,23250
2017,Conway, AR,5029,37041,763240,20605
2017,Craighead, AR,5031,36556,3904985,106822
2017,Crawford, AR,5033,33208,2013909,60645
2017,Crittenden, AR,5035,35813,1755900,49030
2017,Cross, AR,5037,34282,591225,17246
2017,Dallas, AR,5039,34856,245318,7038
2017,Desha, AR,5041,36313,433072,11926
2017,Drew, AR,5043,36520,653204,17886
2017,Faulkner, AR,5045,37376,4539505,121456
2017,Franklin, AR,5047,33127,572541,17283
2017,Fulton, AR,5049,27415,326372,11905
2017,Garland, AR,5051,38886,3839488,98737
2017,Grant, AR,5053,37657,669850,17788
2017,Greene, AR,5055,33296,1503507,45156
2017,Hempstead, AR,5057,32079,672672,20969
2017,Hot Spring, AR,5059,30542,1010874,33098
2017,Howard, AR,5061,35753,468549,13105
2017,Independence, AR,5063,34373,1289384,37511
2017,Izard, AR,5065,29200,398495,13647
2017,Jackson, AR,5067,36576,625665,17106
2017,Jefferson, AR,5069,33346,2348304,70423
2017,Johnson, AR,5071,28850,745530,25842
2017,Lafayette, AR,5073,35459,233496,6585
2017,Lawrence, AR,5075,33155,544908,16435
2017,Lee, AR,5077,27951,255279,9133
2017,Lincoln, AR,5079,25907,348004,13433
2017,Little River, AR,5081,34166,418021,12235
2017,Logan, AR,5083,33139,712991,21515
2017,Lonoke, AR,5085,38078,2776970,72928
2017,Madison, AR,5087,35704,579932,16243
2017,Marion, AR,5089,29649,489453,16508
2017,Miller, AR,5091,32820,1423782,43382
2017,Mississippi, AR,5093,30867,1309277,42417
2017,Monroe, AR,5095,31326,223916,7148
2017,Montgomery, AR,5097,30266,257470,8507
2017,Nevada, AR,5099,32057,270370,8434
2017,Newton, AR,5101,28720,215976,7520
2017,Ouachita, AR,5103,35727,836019,23400
2017,Perry, AR,5105,35275,356172,10097
2017,Phillips, AR,5107,32403,581728,17953
2017,Pike, AR,5109,32882,341580,10388
2017,Poinsett, AR,5111,32080,763364,23796
2017,Polk, AR,5113,29851,590505,19782
2017,Pope, AR,5115,34089,2146439,62965
2017,Prairie, AR,5117,34858,295210,8469
2017,Pulaski, AR,5119,49037,19511395,397893
2017,Randolph, AR,5121,32319,580220,17953
2017,St. Francis, AR,5123,27989,692172,24730
2017,Saline, AR,5125,41130,4910217,119383
2017,Scott, AR,5127,31133,314572,10104
2017,Searcy, AR,5129,27197,215317,7917
2017,Sebastian, AR,5131,40512,5186214,128017
2017,Sevier, AR,5133,32841,538951,16411
2017,Sharp, AR,5135,32832,559689,17047
2017,Stone, AR,5137,30229,372940,12337
2017,Union, AR,5139,42733,1709931,40014
2017,Van Buren, AR,5141,30623,490098,16004
2017,Washington, AR,5143,38994,9173110,235245
2017,White, AR,5145,35218,2732140,77579
2017,Woodruff, AR,5147,37154,242692,6532
2017,Yell, AR,5149,33620,700818,20845
2017,Alameda, CA,6001,69857,116790960,1671859
2017,Alpine, CA,6003,68754,80511,1171
2017,Amador, CA,6005,41547,1614225,38853
2017,Butte, CA,6007,41870,9488984,226630
2017,Calaveras, CA,6009,46269,2080395,44963
2017,Colusa, CA,6011,41528,903738,21762
2017,Contra Costa, CA,6013,75315,86965359,1154689
2017,Del Norte, CA,6015,34531,939172,27198
2017,El Dorado, CA,6017,63899,11981153,187502
2017,Fresno, CA,6019,39939,39544598,990130
2017,Glenn, CA,6021,40576,1148098,28295
2017,Humboldt, CA,6023,43139,5938853,137667
2017,Imperial, CA,6025,36050,6512842,180662
2017,Inyo, CA,6027,57099,1055871,18492
2017,Kern, CA,6029,36783,32852879,893150
2017,Kings, CA,6031,35596,5320411,149468
2017,Lake, CA,6033,38408,2561694,66697
2017,Lassen, CA,6035,32152,1056414,32857
2017,Los Angeles, CA,6037,57325,580335216,10123521
2017,Madera, CA,6039,37000,5707515,154256
2017,Marin, CA,6041,121207,31888715,263092
2017,Mariposa, CA,6043,49526,863330,17432
2017,Mendocino, CA,6045,44239,4045846,91454
2017,Merced, CA,6047,36562,9962542,272480
2017,Modoc, CA,6049,43785,384739,8787
2017,Mono, CA,6051,51617,691204,13391
2017,Monterey, CA,6053,52601,23097874,439112
2017,Napa, CA,6055,68950,9720839,140984
2017,Nevada, CA,6057,56754,5744967,101226
2017,Orange, CA,6059,64321,204911755,3185766
2017,Placer, CA,6061,63346,24524994,387160
2017,Plumas, CA,6063,46386,892050,19231
2017,Riverside, CA,6065,39310,93043247,2366885
2017,Sacramento, CA,6067,48569,75107692,1546422
2017,San Benito, CA,6069,48909,2957907,60478
2017,San Bernardino, CA,6071,37537,80514585,2144961
2017,San Diego, CA,6073,57423,189127670,3293575
2017,San Francisco, CA,6075,119208,104872084,879742
2017,San Joaquin, CA,6077,41134,30921359,751714
2017,San Luis Obispo, CA,6079,54288,15331154,282406
2017,San Mateo, CA,6081,115556,89148892,771480
2017,Santa Barbara, CA,6083,57835,25867804,447267
2017,Santa Clara, CA,6085,98428,191805351,1948685
2017,Santa Cruz, CA,6087,62780,17272036,275121
2017,Shasta, CA,6089,42985,7797350,181395
2017,Sierra, CA,6091,38822,125317,3228
2017,Siskiyou, CA,6093,41574,1835473,44150
2017,Solano, CA,6095,46866,20991558,447909
2017,Sonoma, CA,6097,58500,29310761,501038
2017,Stanislaus, CA,6099,40922,22352648,546229
2017,Sutter, CA,6101,40711,4002549,98316
2017,Tehama, CA,6103,38189,2466961,64598
2017,Trinity, CA,6105,30022,464140,15460
2017,Tulare, CA,6107,38212,17787787,465503
2017,Tuolumne, CA,6109,43468,2375180,54642
2017,Ventura, CA,6111,57944,49206168,849196
2017,Yolo, CA,6113,51107,11038137,215981
2017,Yuba, CA,6115,37932,2949352,77753
2017,Adams, CO*,8001,41231,20771583,503782
2017,Alamosa, CO,8003,34559,560749,16226
2017,Arapahoe, CO,8005,56702,36476318,643293
2017,Archuleta, CO,8007,42282,540915,12793
2017,Baca, CO,8009,43888,153785,3504
2017,Bent, CO,8011,23287,140631,6039
2017,Boulder, CO*,8013,68856,22410849,325475
2017,Broomfield, CO*,8014,62352,4354606,69839
2017,Chaffee, CO,8015,45499,862392,18954
2017,Cheyenne, CO,8017,38910,70271,1806
2017,Clear Creek, CO,8019,59802,564649,9442
2017,Conejos, CO,8021,35239,269683,7653
2017,Costilla, CO,8023,33700,116971,3471
2017,Crowley, CO,8025,17933,106880,5960
2017,Custer, CO,8027,42229,191848,4543
2017,Delta, CO,8029,36411,1115027,30623
2017,Denver, CO,8031,74615,51671557,692513
2017,Dolores, CO,8033,32024,70677,2207
2017,Douglas, CO,8035,71101,23878160,335835
2017,Eagle, CO,8037,73530,4082959,55528
2017,Elbert, CO,8039,56318,1407228,24987
2017,El Paso, CO,8041,46422,32637705,703066
2017,Fremont, CO,8043,32224,1559719,48402
2017,Garfield, CO,8045,55309,3319751,60022
2017,Gilpin, CO,8047,49481,283525,5730
2017,Grand, CO,8049,49631,761297,15339
2017,Gunnison, CO,8051,45983,756369,16449
2017,Hinsdale, CO,8053,46666,36306,778
2017,Huerfano, CO,8055,38842,255579,6580
2017,Jackson, CO,8057,48802,66712,1367
2017,Jefferson, CO*,8059,59614,34316709,575648
2017,Kiowa, CO,8061,40487,55224,1364
2017,Kit Carson, CO,8063,37731,268117,7106
2017,Lake, CO,8065,35455,261123,7365
2017,La Plata, CO,8067,53263,2932617,55059
2017,Larimer, CO,8069,51471,17701753,343920
2017,Las Animas, CO,8071,35352,506701,14333
2017,Lincoln, CO,8073,27018,149059,5517
2017,Logan, CO,8075,45065,989762,21963
2017,Mesa, CO,8077,42401,6429128,151628
2017,Mineral, CO,8079,57359,46862,817
2017,Moffat, CO,8081,39807,524613,13179
2017,Montezuma, CO,8083,40925,1055572,25793
2017,Montrose, CO,8085,38301,1586684,41427
2017,Morgan, CO,8087,41127,1166119,28354
2017,Otero, CO,8089,33199,619825,18670
2017,Ouray, CO,8091,57301,270688,4724
2017,Park, CO,8093,45752,772837,16892
2017,Phillips, CO,8095,39291,175043,4455
2017,Pitkin, CO,8097,140975,2485099,17628
2017,Prowers, CO,8099,38597,459423,11903
2017,Pueblo, CO,8101,36399,6019901,165387
2017,Rio Blanco, CO,8103,43471,281867,6484
2017,Rio Grande, CO,8105,41157,471990,11468
2017,Routt, CO,8107,80216,1982064,24709
2017,Saguache, CO,8109,31277,195479,6250
2017,San Juan, CO,8111,45827,31483,687
2017,San Miguel, CO,8113,79559,637427,8012
2017,Sedgwick, CO,8115,40622,97737,2406
2017,Summit, CO,8117,64768,2013120,31082
2017,Teller, CO,8119,49006,1183743,24155
2017,Washington, CO,8121,34496,167821,4865
2017,Weld, CO*,8123,44764,13643399,304788
2017,Yuma, CO,8125,42684,423643,9925
2017,Fairfield, CT,9001,108910,103905405,954050
2017,Hartford, CT,9003,60225,54184788,899713
2017,Litchfield, CT,9005,58969,10941833,185552
2017,Middlesex, CT,9007,63730,10499157,164744
2017,New Haven, CT,9009,51953,45013700,866435
2017,New London, CT,9011,54986,14860769,270266
2017,Tolland, CT,9013,53575,8064474,150527
2017,Windham, CT,9015,43852,5101159,116328
2017,Kent, DE,10001,40886,7187186,175786
2017,New Castle, DE,10003,53466,30093022,562840
2017,Sussex, DE,10005,50235,11195996,222873
2017,District of Columbia, DC,11001,79984,54464809,680945
2017,Alachua, FL,12001,41702,11331803,271736
2017,Baker, FL,12003,33036,905412,27407
2017,Bay, FL,12005,41113,7699559,187276
2017,Bradford, FL,12007,33124,894710,27011
2017,Brevard, FL,12009,43860,25789638,588002
2017,Broward, FL,12011,48825,93979277,1924809
2017,Calhoun, FL,12013,26941,380654,14129
2017,Charlotte, FL,12015,41827,7426686,177556
2017,Citrus, FL,12017,36916,5411622,146591
2017,Clay, FL,12019,42639,8971804,210415
2017,Collier, FL,12021,93645,33958713,362634
2017,Columbia, FL,12023,34588,2357906,68172
2017,DeSoto, FL,12027,26336,897641,34084
2017,Dixie, FL,12029,27882,458354,16439
2017,Duval, FL,12031,43780,42014608,959684
2017,Escambia, FL,12033,41715,13098683,314001
2017,Flagler, FL,12035,46193,5021258,108702
2017,Franklin, FL,12037,33691,401129,11906
2017,Gadsden, FL,12039,34346,1540678,44857
2017,Gilchrist, FL,12041,34108,588594,17257
2017,Glades, FL,12043,26782,326662,12197
2017,Gulf, FL,12045,32887,547900,16660
2017,Hamilton, FL,12047,26273,368446,14024
2017,Hardee, FL,12049,28940,754974,26088
2017,Hendry, FL,12051,32122,1251266,38953
2017,Hernando, FL,12053,36458,6735851,184756
2017,Highlands, FL,12055,34129,3416070,100094
2017,Hillsborough, FL,12057,45668,64204020,1405901
2017,Holmes, FL,12059,30011,584704,19483
2017,Indian River, FL,12061,75846,11592016,152836
2017,Jackson, FL,12063,30862,1516391,49134
2017,Jefferson, FL,12065,38782,552332,14242
2017,Lafayette, FL,12067,25105,211864,8439
2017,Lake, FL,12069,41129,14505180,352673
2017,Lee, FL,12071,51814,37512569,723989
2017,Leon, FL,12073,42650,12327712,289046
2017,Levy, FL,12075,35347,1446164,40913
2017,Liberty, FL,12077,24490,195010,7963
2017,Madison, FL,12079,32132,578412,18001
2017,Manatee, FL,12081,47734,18093480,379048
2017,Marion, FL,12083,36109,12877190,356623
2017,Martin, FL,12085,82718,13008828,157267
2017,Miami-Dade, FL,12086,49166,132712999,2699282
2017,Monroe, FL,12087,81012,6723615,82995
2017,Nassau, FL,12089,57566,4776100,82968
2017,Okaloosa, FL,12091,47382,9648790,203639
2017,Okeechobee, FL,12093,32456,1279045,39409
2017,Orange, FL,12095,42525,58491850,1375454
2017,Osceola, FL,12097,32899,11744313,356980
2017,Palm Beach, FL,12099,78211,114226655,1460490
2017,Pasco, FL,12101,39833,20817218,522618
2017,Pinellas, FL,12103,52030,49762378,956426
2017,Polk, FL,12105,35634,24087049,675948
2017,Putnam, FL,12107,31991,2316568,72414
2017,St. Johns, FL,12109,68303,16598534,243012
2017,St. Lucie, FL,12111,39728,12291417,309391
2017,Santa Rosa, FL,12113,44654,7790036,174452
2017,Sarasota, FL,12115,64654,26827089,414936
2017,Seminole, FL,12117,47350,21828877,461014
2017,Sumter, FL,12119,48046,5770565,120106
2017,Suwannee, FL,12121,33122,1430848,43199
2017,Taylor, FL,12123,28743,629568,21903
2017,Union, FL,12125,20031,323168,16133
2017,Volusia, FL,12127,41402,22125171,534404
2017,Wakulla, FL,12129,35688,1134523,31790
2017,Walton, FL,12131,60125,4066119,67628
2017,Washington, FL,12133,29636,717084,24196
2017,Appling, GA,13001,33075,612617,18522
2017,Atkinson, GA,13003,29096,238413,8194
2017,Bacon, GA,13005,31245,352033,11267
2017,Baker, GA,13007,34556,105811,3062
2017,Baldwin, GA,13009,32560,1434509,44058
2017,Banks, GA,13011,36942,654900,17728
2017,Barrow, GA,13013,36232,2827171,78029
2017,Bartow, GA,13015,37035,3893220,105123
2017,Ben Hill, GA,13017,28953,505260,17451
2017,Berrien, GA,13019,32266,587150,18197
2017,Bibb, GA,13021,38694,6036991,156017
2017,Bleckley, GA,13023,33660,420914,12505
2017,Brantley, GA,13025,27194,490462,18036
2017,Brooks, GA,13027,32508,528846,16268
2017,Bryan, GA,13029,47092,1873651,39787
2017,Bulloch, GA,13031,31205,2384463,76412
2017,Burke, GA,13033,32484,777284,23928
2017,Butts, GA,13035,32597,787047,24145
2017,Calhoun, GA,13037,26121,154088,5899
2017,Camden, GA,13039,35713,1888907,52892
2017,Candler, GA,13043,31094,333019,10710
2017,Carroll, GA,13045,37621,4362629,115963
2017,Catoosa, GA,13047,33916,2257522,66563
2017,Charlton, GA,13049,25342,308366,12168
2017,Chatham, GA,13051,44911,13188023,293645
2017,Chattahoochee, GA,13053,33845,320037,9456
2017,Chattooga, GA,13055,29625,735156,24815
2017,Cherokee, GA,13057,49879,12459802,249799
2017,Clarke, GA,13059,32173,4091532,127174
2017,Clay, GA,13061,31083,91632,2948
2017,Clayton, GA,13063,26433,7598913,287475
2017,Clinch, GA,13065,34995,236565,6760
2017,Cobb, GA,13067,55306,41795910,755721
2017,Coffee, GA,13069,31375,1341454,42756
2017,Colquitt, GA,13071,32166,1471130,45735
2017,Columbia, GA,13073,49091,7331844,149353
2017,Cook, GA,13075,30985,532224,17177
2017,Coweta, GA,13077,46225,6490127,140404
2017,Crawford, GA,13079,33603,408073,12144
2017,Crisp, GA,13081,33759,715918,21207
2017,Dade, GA,13083,33475,548693,16391
2017,Dawson, GA,13085,44349,1080834,24371
2017,Decatur, GA,13087,31439,904094,28757
2017,DeKalb, GA,13089,48811,36756102,753032
2017,Dodge, GA,13091,30110,612555,20344
2017,Dooly, GA,13093,33527,407862,12165
2017,Dougherty, GA,13095,33919,3009679,88732
2017,Douglas, GA,13097,34791,4911626,141174
2017,Early, GA,13099,33435,363508,10872
2017,Echols, GA,13101,28545,104903,3675
2017,Effingham, GA,13103,40772,2435286,59729
2017,Elbert, GA,13105,34722,670489,19310
2017,Emanuel, GA,13107,31770,720808,22688
2017,Evans, GA,13109,33077,358320,10833
2017,Fannin, GA,13111,36413,895242,24586
2017,Fayette, GA,13113,60457,6959621,115116
2017,Floyd, GA,13115,36483,3555683,97461
2017,Forsyth, GA,13117,61602,14208105,230645
2017,Franklin, GA,13119,35048,800000,22826
2017,Fulton, GA,13121,82739,85583152,1034380
2017,Gilmer, GA,13123,34804,1047682,30102
2017,Glascock, GA,13125,33324,98573,2958
2017,Glynn, GA,13127,44731,3760733,84074
2017,Gordon, GA,13129,36272,2047983,56462
2017,Grady, GA,13131,31769,825677,25990
2017,Greene, GA,13133,55622,964938,17348
2017,Gwinnett, GA,13135,39975,37145476,929216
2017,Habersham, GA,13137,33092,1480266,44732
2017,Hall, GA,13139,43214,8505646,196827
2017,Hancock, GA,13141,27714,241330,8708
2017,Haralson, GA,13143,35441,1028390,29017
2017,Harris, GA,13145,46690,1549073,33178
2017,Hart, GA,13147,36807,932627,25338
2017,Heard, GA,13149,31345,357141,11394
2017,Henry, GA,13151,37984,8624297,227052
2017,Houston, GA,13153,40718,6333823,155552
2017,Irwin, GA,13155,31340,299077,9543
2017,Jackson, GA,13157,41149,2798543,68010
2017,Jasper, GA,13159,38875,543783,13988
2017,Jeff Davis, GA,13161,28899,425648,14729
2017,Jefferson, GA,13163,32174,512280,15922
2017,Jenkins, GA,13165,28679,251947,8785
2017,Johnson, GA,13167,25138,236099,9392
2017,Jones, GA,13169,36723,1034125,28160
2017,Lamar, GA,13171,32872,594849,18096
2017,Lanier, GA,13173,27801,274811,9885
2017,Laurens, GA,13175,34885,1700928,48758
2017,Lee, GA,13177,42364,1331575,31432
2017,Liberty, GA,13179,33573,2127036,63356
2017,Lincoln, GA,13181,36736,280370,7632
2017,Long, GA,13183,31146,504006,16182
2017,Lowndes, GA,13185,35714,4126392,115540
2017,Lumpkin, GA,13187,36755,1191354,32413
2017,McDuffie, GA,13189,34591,754908,21824
2017,McIntosh, GA,13191,35763,416393,11643
2017,Macon, GA,13193,32276,411259,12742
2017,Madison, GA,13195,36433,1061063,29124
2017,Marion, GA,13197,30293,234106,7728
2017,Meriwether, GA,13199,33657,694318,20629
2017,Miller, GA,13201,38016,231216,6082
2017,Mitchell, GA,13205,34197,764992,22370
2017,Monroe, GA,13207,43144,1171750,27159
2017,Montgomery, GA,13209,30030,261924,8722
2017,Morgan, GA,13211,47870,896644,18731
2017,Murray, GA,13213,29467,1169805,39699
2017,Muscogee, GA,13215,40365,8119950,201165
2017,Newton, GA,13217,32921,3541294,107568
2017,Oconee, GA,13219,63435,2455686,38712
2017,Oglethorpe, GA,13221,37576,544782,14498
2017,Paulding, GA,13223,37479,5893343,157242
2017,Peach, GA,13225,37131,1011461,27240
2017,Pickens, GA,13227,46360,1468858,31684
2017,Pierce, GA,13229,34925,675479,19341
2017,Pike, GA,13231,38684,699797,18090
2017,Polk, GA,13233,30964,1297559,41905
2017,Pulaski, GA,13235,32801,335919,10241
2017,Putnam, GA,13237,41596,890939,21419
2017,Quitman, GA,13239,29097,66924,2300
2017,Rabun, GA,13241,41664,679288,16304
2017,Randolph, GA,13243,31917,215379,6748
2017,Richmond, GA,13245,35640,7305440,204981
2017,Rockdale, GA,13247,33344,3056668,91670
2017,Schley, GA,13249,33157,157792,4759
2017,Screven, GA,13251,32677,457117,13989
2017,Seminole, GA,13253,37311,336399,9016
2017,Spalding, GA,13255,33208,2170308,65354
2017,Stephens, GA,13257,36180,950443,26270
2017,Stewart, GA,13259,24627,132151,5366
2017,Sumter, GA,13261,34770,1044346,30036
2017,Talbot, GA,13263,35835,213398,5955
2017,Taliaferro, GA,13265,32859,52838,1608
2017,Tattnall, GA,13267,30671,724285,23615
2017,Taylor, GA,13269,29867,238786,7995
2017,Telfair, GA,13271,24064,324023,13465
2017,Terrell, GA,13273,35684,326470,9149
2017,Thomas, GA,13275,41560,1895738,45615
2017,Tift, GA,13277,35438,1449434,40900
2017,Toombs, GA,13279,33787,909773,26927
2017,Towns, GA,13281,36633,430513,11752
2017,Treutlen, GA,13283,30096,194026,6447
2017,Troup, GA,13285,35075,2439302,69546
2017,Turner, GA,13287,30465,263823,8660
2017,Twiggs, GA,13289,37627,307939,8184
2017,Union, GA,13291,37203,856423,23020
2017,Upson, GA,13293,32632,882668,27049
2017,Walker, GA,13295,32614,2198450,67409
2017,Walton, GA,13297,39317,3600314,91572
2017,Ware, GA,13299,32329,1163349,35985
2017,Warren, GA,13301,32911,172618,5245
2017,Washington, GA,13303,34437,694115,20156
2017,Wayne, GA,13305,29783,891669,29939
2017,Webster, GA,13307,34066,82133,2411
2017,Wheeler, GA,13309,19045,147106,7724
2017,White, GA,13311,37647,1031195,27391
2017,Whitfield, GA,13313,37264,3849673,103309
2017,Wilcox, GA,13315,26530,237391,8948
2017,Wilkes, GA,13317,40266,393363,9769
2017,Wilkinson, GA,13319,34102,306137,8977
2017,Worth, GA,13321,31992,674194,21074
2017,Hawaii, HI,15001,40354,8015055,198619
2017,Honolulu, HI,15003,54279,55508669,1022650
2017,Kauai, HI,15007,45421,3306715,72801
2017,Maui + Kalawao, HI*,15901,46943,7712376,164291
2017,Ada, ID,16001,50155,23042632,459432
2017,Adams, ID,16003,35651,146667,4114
2017,Bannock, ID,16005,37065,3131368,84483
2017,Bear Lake, ID,16007,36509,225881,6187
2017,Benewah, ID,16009,34983,324261,9269
2017,Bingham, ID,16011,32855,1527490,46492
2017,Blaine, ID,16013,102211,2352072,23012
2017,Boise, ID,16015,42751,303529,7100
2017,Bonner, ID,16017,38509,1698333,44102
2017,Bonneville, ID,16019,45558,5297542,116282
2017,Boundary, ID,16021,35054,407712,11631
2017,Butte, ID,16023,38637,97946,2535
2017,Camas, ID,16025,41289,43931,1064
2017,Canyon, ID,16027,31845,6823291,214265
2017,Caribou, ID,16029,38340,264778,6906
2017,Cassia, ID,16031,41540,995140,23956
2017,Clark, ID,16033,44633,37224,834
2017,Clearwater, ID,16035,34526,296437,8586
2017,Custer, ID,16037,41222,171114,4151
2017,Elmore, ID,16039,34952,970030,27753
2017,Franklin, ID,16041,33927,459367,13540
2017,Fremont (includes Yellowstone Park), ID,16043,32493,431315,13274
2017,Gem, ID,16045,35328,625946,17718
2017,Gooding, ID,16047,51165,776430,15175
2017,Idaho, ID,16049,33397,541504,16214
2017,Jefferson, ID,16051,33038,950341,28765
2017,Jerome, ID,16053,35352,832605,23552
2017,Kootenai, ID,16055,42846,6810186,158944
2017,Latah, ID,16057,39566,1545636,39065
2017,Lemhi, ID,16059,40292,312907,7766
2017,Lewis, ID,16061,46809,171413,3662
2017,Lincoln, ID,16063,36383,189265,5202
2017,Madison, ID,16065,20449,979671,47909
2017,Minidoka, ID,16067,35125,737699,21002
2017,Nez Perce, ID,16069,41365,1708998,41315
2017,Oneida, ID,16071,34172,150938,4417
2017,Owyhee, ID,16073,33324,384198,11529
2017,Payette, ID,16075,36929,877543,23763
2017,Power, ID,16077,33050,256272,7754
2017,Shoshone, ID,16079,33454,424994,12704
2017,Teton, ID,16081,39459,432513,10961
2017,Twin Falls, ID,16083,37787,3277272,86730
2017,Valley, ID,16085,47733,512269,10732
2017,Washington, ID,16087,33563,341775,10183
2017,Adams, IL,17001,43937,2927454,66628
2017,Alexander, IL,17003,34596,207923,6010
2017,Bond, IL,17005,34383,582692,16947
2017,Boone, IL,17007,45008,2425380,53888
2017,Brown, IL,17009,33858,215978,6379
2017,Bureau, IL,17011,38647,1303617,33731
2017,Calhoun, IL,17013,42076,197549,4695
2017,Carroll, IL,17015,39515,611894,15485
2017,Cass, IL,17017,36650,486890,13285
2017,Champaign, IL,17019,43986,9150093,208024
2017,Christian, IL,17021,37589,1292046,34373
2017,Clark, IL,17023,38988,621073,15930
2017,Clay, IL,17025,38221,512051,13397
2017,Clinton, IL,17027,45066,1680967,37300
2017,Coles, IL,17029,40906,1994382,48755
2017,Cook, IL,17031,57966,307895383,5311621
2017,Crawford, IL,17033,43784,835222,19076
2017,Cumberland, IL,17035,71785,770258,10730
2017,DeKalb, IL,17037,40320,4092792,101508
2017,De Witt, IL,17039,44357,708241,15967
2017,Douglas, IL,17041,47658,942964,19786
2017,DuPage, IL,17043,69193,65082574,940590
2017,Edgar, IL,17045,39885,691763,17344
2017,Edwards, IL,17047,39497,250724,6348
2017,Effingham, IL,17049,47279,1634101,34563
2017,Fayette, IL,17051,33666,729951,21682
2017,Ford, IL,17053,45271,620897,13715
2017,Franklin, IL,17055,36025,1395104,38726
2017,Fulton, IL,17057,36216,1264819,34924
2017,Gallatin, IL,17059,38135,197883,5189
2017,Greene, IL,17061,35447,445708,12574
