County,County Code,Deaths,Population,Crude Rate
"Pickens County, AL",1107,Suppressed,20176,Suppressed
"Pike County, AL",1109,Suppressed,33267,Suppressed
"Randolph County, AL",1111,Suppressed,22670,Suppressed
"Russell County, AL",1113,Suppressed,57045,Suppressed
"St. Clair County, AL",1115,15,88199,Unreliable
"Shelby County, AL",1117,27,213605,12.6
"Sumter County, AL",1119,Suppressed,12687,Suppressed
"Talladega County, AL",1121,Suppressed,80065,Suppressed
"Tallapoosa County, AL",1123,Suppressed,40681,Suppressed
"Tuscaloosa County, AL",1125,14,207811,Unreliable
"Walker County, AL",1127,Suppressed,64058,Suppressed
"Washington County, AL",1129,Suppressed,16531,Suppressed
"Wilcox County, AL",1131,Suppressed,10719,Suppressed
"Winston County, AL",1133,Suppressed,23722,Suppressed
"Aleutians East Borough, AK",2013,Suppressed,3370,Suppressed
"Aleutians West Census Area, AK",2016,Suppressed,5763,Suppressed
"Anchorage Borough, AK",2020,52,294356,17.7
"Bethel Census Area, AK",2050,Suppressed,18076,Suppressed
"Bristol Bay Borough, AK",2060,Suppressed,867,Suppressed
"Denali Borough, AK",2068,Suppressed,2074,Suppressed
"Dillingham Census Area, AK",2070,Suppressed,4932,Suppressed
"Fairbanks North Star Borough, AK",2090,Suppressed,99703,Suppressed
"Haines Borough, AK",2100,Suppressed,2526,Suppressed
"Hoonah-Angoon Census Area, AK",2105,Suppressed,2145,Suppressed
"Juneau Borough, AK",2110,11,32094,Unreliable
"Kenai Peninsula Borough, AK",2122,Suppressed,58617,Suppressed
"Ketchikan Gateway Borough, AK",2130,Suppressed,13856,Suppressed
"Kodiak Island Borough, AK",2150,Suppressed,13448,Suppressed
"Lake and Peninsula Borough, AK",2164,Suppressed,1620,Suppressed
"Matanuska-Susitna Borough, AK",2170,20,106532,18.8
"Nome Census Area, AK",2180,Suppressed,9921,Suppressed
"North Slope Borough, AK",2185,Suppressed,9782,Suppressed
"Northwest Arctic Borough, AK",2188,Suppressed,7684,Suppressed
"Petersburg Borough/Census Area, AK",2195,Suppressed,3281,Suppressed
"Prince of Wales-Hyder Census Area, AK",2198,Suppressed,6443,Suppressed
"Prince of Wales-Outer Ketchikan Census Area, AK",2201,Missing,Missing,Missing
"Sitka Borough, AK",2220,Suppressed,8689,Suppressed
"Skagway Municipality, AK",2230,Suppressed,1157,Suppressed
"Skagway-Hoonah-Angoon Census Area, AK",2232,Missing,Missing,Missing
"Southeast Fairbanks Census Area, AK",2240,Suppressed,6888,Suppressed
"Valdez-Cordova Census Area, AK",2261,Suppressed,9278,Suppressed
"Wade Hampton Census Area, AK",2270,Suppressed,8202,Suppressed
"Wrangell City and Borough, AK",2275,Suppressed,2521,Suppressed
"Wrangell-Petersburg Census Area, AK",2280,Missing,Missing,Missing
"Yakutat Borough, AK",2282,Suppressed,605,Suppressed
"Yukon-Koyukuk Census Area, AK",2290,Suppressed,5365,Suppressed
"Apache County, AZ",4001,Suppressed,71606,Suppressed
"Cochise County, AZ",4003,17,124756,Unreliable
"Coconino County, AZ",4005,10,140776,Unreliable
"Gila County, AZ",4007,Suppressed,53501,Suppressed
"Graham County, AZ",4009,Suppressed,37466,Suppressed
"Greenlee County, AZ",4011,Suppressed,9455,Suppressed
"La Paz County, AZ",4012,Suppressed,20601,Suppressed
"Maricopa County, AZ",4013,646,4307033,15
"Mohave County, AZ",4015,32,207200,15.4
"Navajo County, AZ",4017,Suppressed,108956,Suppressed
"Pima County, AZ",4019,176,1022769,17.2
"Pinal County, AZ",4021,37,430237,8.6
"Santa Cruz County, AZ",4023,Suppressed,46212,Suppressed
"Yavapai County, AZ",4025,24,228168,10.5
"Yuma County, AZ",4027,Suppressed,207534,Suppressed
"Arkansas County, AR",5001,Suppressed,17967,Suppressed
"Ashley County, AR",5003,Suppressed,20283,Suppressed
"Baxter County, AR",5005,Suppressed,41355,Suppressed
"Benton County, AR",5007,16,266300,Unreliable
"Boone County, AR",5009,Suppressed,37381,Suppressed
"Bradley County, AR",5011,Suppressed,10864,Suppressed
"Calhoun County, AR",5013,Suppressed,5247,Suppressed
"Carroll County, AR",5015,Suppressed,27944,Suppressed
"Chicot County, AR",5017,Suppressed,10636,Suppressed
"Clark County, AR",5019,Suppressed,22293,Suppressed
"Clay County, AR",5021,Suppressed,14920,Suppressed
"Cleburne County, AR",5023,Suppressed,25048,Suppressed
"Cleveland County, AR",5025,Suppressed,8202,Suppressed
"Columbia County, AR",5027,Suppressed,23627,Suppressed
"Conway County, AR",5029,Suppressed,20916,Suppressed
"Craighead County, AR",5031,Suppressed,107115,Suppressed
"Crawford County, AR",5033,Suppressed,62996,Suppressed
"Crittenden County, AR",5035,Suppressed,48750,Suppressed
"Cross County, AR",5037,Suppressed,16863,Suppressed
"Dallas County, AR",5039,Suppressed,7393,Suppressed
"Desha County, AR",5041,Suppressed,11764,Suppressed
"Drew County, AR",5043,Suppressed,18547,Suppressed
"Faulkner County, AR",5045,Suppressed,123654,Suppressed
"Franklin County, AR",5047,Suppressed,17890,Suppressed
"Fulton County, AR",5049,Suppressed,12055,Suppressed
"Garland County, AR",5051,18,98658,Unreliable
"Grant County, AR",5053,Suppressed,18165,Suppressed
"Greene County, AR",5055,Suppressed,45053,Suppressed
"Hempstead County, AR",5057,Suppressed,21861,Suppressed
"Hot Spring County, AR",5059,Suppressed,33574,Suppressed
"Howard County, AR",5061,Suppressed,13478,Suppressed
"Independence County, AR",5063,Suppressed,37504,Suppressed
"Izard County, AR",5065,Suppressed,13686,Suppressed
"Jackson County, AR",5067,Suppressed,17135,Suppressed
"Jefferson County, AR",5069,Suppressed,69115,Suppressed
"Johnson County, AR",5071,Suppressed,26552,Suppressed
"Lafayette County, AR",5073,Suppressed,6862,Suppressed
"Lawrence County, AR",5075,Suppressed,16525,Suppressed
"Lee County, AR",5077,Suppressed,9176,Suppressed
"Lincoln County, AR",5079,Suppressed,13646,Suppressed
"Little River County, AR",5081,Suppressed,12359,Suppressed
"Logan County, AR",5083,Suppressed,21722,Suppressed
"Lonoke County, AR",5085,Suppressed,72898,Suppressed
"Madison County, AR",5087,Suppressed,16339,Suppressed
"Marion County, AR",5089,Suppressed,16428,Suppressed
"Miller County, AR",5091,Suppressed,43984,Suppressed
"Mississippi County, AR",5093,Suppressed,42159,Suppressed
"Monroe County, AR",5095,Suppressed,7085,Suppressed
"Montgomery County, AR",5097,Suppressed,8919,Suppressed
"Nevada County, AR",5099,Suppressed,8327,Suppressed
"Newton County, AR",5101,Suppressed,7828,Suppressed
"Ouachita County, AR",5103,Suppressed,23868,Suppressed
"Perry County, AR",5105,Suppressed,10348,Suppressed
"Phillips County, AR",5107,Suppressed,18572,Suppressed
"Pike County, AR",5109,Suppressed,10726,Suppressed
"Poinsett County, AR",5111,Suppressed,24154,Suppressed
"Polk County, AR",5113,Suppressed,20118,Suppressed
"Pope County, AR",5115,Suppressed,63835,Suppressed
"Prairie County, AR",5117,Suppressed,8248,Suppressed
"Pulaski County, AR",5119,31,393956,7.9
"Randolph County, AR",5121,Suppressed,17557,Suppressed
"St. Francis County, AR",5123,Suppressed,25930,Suppressed
"Saline County, AR",5125,12,119323,Unreliable
"Scott County, AR",5127,Suppressed,10445,Suppressed
"Searcy County, AR",5129,Suppressed,7938,Suppressed
"Sebastian County, AR",5131,Suppressed,128107,Suppressed
"Sevier County, AR",5133,Suppressed,17115,Suppressed
"Sharp County, AR",5135,Suppressed,17393,Suppressed
"Stone County, AR",5137,Suppressed,12537,Suppressed
"Union County, AR",5139,Suppressed,39449,Suppressed
"Van Buren County, AR",5141,Suppressed,16506,Suppressed
"Washington County, AR",5143,10,231996,Unreliable
"White County, AR",5145,Suppressed,79016,Suppressed
"Woodruff County, AR",5147,Suppressed,6571,Suppressed
"Yell County, AR",5149,Suppressed,21523,Suppressed
"Alameda County, CA",6001,41,1663190,2.5
"Alpine County, CA",6003,Suppressed,1120,Suppressed
"Amador County, CA",6005,Suppressed,38626,Suppressed
"Butte County, CA",6007,16,229294,Unreliable
"Calaveras County, CA",6009,Suppressed,45670,Suppressed
"Colusa County, CA",6011,Suppressed,21805,Suppressed
"Contra Costa County, CA",6013,53,1147439,4.6
"Del Norte County, CA",6015,Suppressed,27470,Suppressed
"El Dorado County, CA",6017,Suppressed,188987,Suppressed
"Fresno County, CA",6019,47,989255,4.8
"Glenn County, CA",6021,Suppressed,28094,Suppressed
"Humboldt County, CA",6023,28,136754,20.5
"Imperial County, CA",6025,13,182830,Unreliable
"Inyo County, CA",6027,Suppressed,18026,Suppressed
"Kern County, CA",6029,82,893119,9.2
"Kings County, CA",6031,Suppressed,150101,Suppressed
"Lake County, CA",6033,17,64246,Unreliable
"Lassen County, CA",6035,Suppressed,31163,Suppressed
"Los Angeles County, CA",6037,490,10163507,4.8
"Madera County, CA",6039,Suppressed,156890,Suppressed
"Marin County, CA",6041,15,260955,Unreliable
"Mariposa County, CA",6043,Suppressed,17569,Suppressed
"Mendocino County, CA",6045,19,88018,Unreliable
"Merced County, CA",6047,14,272673,Unreliable
"Modoc County, CA",6049,Suppressed,8859,Suppressed
"Mono County, CA",6051,Suppressed,14168,Suppressed
"Monterey County, CA",6053,Suppressed,437907,Suppressed
"Napa County, CA",6055,Suppressed,140973,Suppressed
"Nevada County, CA",6057,Suppressed,99814,Suppressed
"Orange County, CA",6059,263,3190400,8.2
"Placer County, CA",6061,19,386166,Unreliable
"Plumas County, CA",6063,Suppressed,18742,Suppressed
"Riverside County, CA",6065,147,2423266,6.1
"Sacramento County, CA",6067,62,1530615,4.1
"San Benito County, CA",6069,Suppressed,60310,Suppressed
"San Bernardino County, CA",6071,62,2157404,2.9
"San Diego County, CA",6073,297,3337685,8.9
"San Francisco County, CA",6075,103,884363,11.6
"San Joaquin County, CA",6077,84,745424,11.3
"San Luis Obispo County, CA",6079,27,283405,9.5
"San Mateo County, CA",6081,41,771410,5.3
"Santa Barbara County, CA",6083,33,448150,7.4
"Santa Clara County, CA",6085,68,1938153,3.5
"Santa Cruz County, CA",6087,19,275897,Unreliable
"Shasta County, CA",6089,29,179921,16.1
"Sierra County, CA",6091,Suppressed,2999,Suppressed
"Siskiyou County, CA",6093,Suppressed,43853,Suppressed
"Solano County, CA",6095,10,445458,Unreliable
"Sonoma County, CA",6097,32,504217,6.3
"Stanislaus County, CA",6099,19,547899,Unreliable
"Sutter County, CA",6101,Suppressed,96648,Suppressed
"Tehama County, CA",6103,Suppressed,63926,Suppressed
"Trinity County, CA",6105,Suppressed,12709,Suppressed
"Tulare County, CA",6107,11,464493,Unreliable
"Tuolumne County, CA",6109,Suppressed,54248,Suppressed
"Ventura County, CA",6111,91,854223,10.7
"Yolo County, CA",6113,Suppressed,219116,Suppressed
"Yuba County, CA",6115,Suppressed,77031,Suppressed
"Adams County, CO",8001,78,503167,15.5
"Alamosa County, CO",8003,Suppressed,16551,Suppressed
"Arapahoe County, CO",8005,53,643052,8.2
"Archuleta County, CO",8007,Suppressed,13315,Suppressed
"Baca County, CO",8009,Suppressed,3562,Suppressed
"Bent County, CO",8011,Suppressed,5938,Suppressed
"Boulder County, CO",8013,27,322514,8.4
"Broomfield County, CO",8014,Suppressed,68341,Suppressed
"Chaffee County, CO",8015,Suppressed,19638,Suppressed
"Cheyenne County, CO",8017,Suppressed,1845,Suppressed
"Clear Creek County, CO",8019,Suppressed,9574,Suppressed
"Conejos County, CO",8021,Suppressed,8184,Suppressed
"Costilla County, CO",8023,Suppressed,3776,Suppressed
"Crowley County, CO",8025,Suppressed,5810,Suppressed
"Custer County, CO",8027,Suppressed,4874,Suppressed
"Delta County, CO",8029,Suppressed,30568,Suppressed
"Denver County, CO",8031,104,704621,14.8
"Dolores County, CO",8033,Suppressed,2067,Suppressed
"Douglas County, CO",8035,Suppressed,335299,Suppressed
"Eagle County, CO",8037,Suppressed,54772,Suppressed
"Elbert County, CO",8039,Suppressed,25642,Suppressed
"El Paso County, CO",8041,112,699232,16
"Fremont County, CO",8043,Suppressed,47559,Suppressed
"Garfield County, CO",8045,Suppressed,59118,Suppressed
"Gilpin County, CO",8047,Suppressed,6013,Suppressed
"Grand County, CO",8049,Suppressed,15321,Suppressed
"Gunnison County, CO",8051,Suppressed,16939,Suppressed
"Hinsdale County, CO",8053,Suppressed,794,Suppressed
"Huerfano County, CO",8055,Suppressed,6662,Suppressed
"Jackson County, CO",8057,Suppressed,1385,Suppressed
"Jefferson County, CO",8059,35,574613,6.1
"Kiowa County, CO",8061,Suppressed,1376,Suppressed
"Kit Carson County, CO",8063,Suppressed,7158,Suppressed
"Lake County, CO",8065,Suppressed,7778,Suppressed
"La Plata County, CO",8067,Suppressed,55589,Suppressed
"Larimer County, CO",8069,28,343976,8.1
"Las Animas County, CO",8071,Suppressed,14238,Suppressed
"Lincoln County, CO",8073,Suppressed,5546,Suppressed
"Logan County, CO",8075,Suppressed,21896,Suppressed
"Mesa County, CO",8077,33,151616,21.8
"Mineral County, CO",8079,Suppressed,766,Suppressed
"Moffat County, CO",8081,Suppressed,13131,Suppressed
"Montezuma County, CO",8083,Suppressed,26140,Suppressed
"Montrose County, CO",8085,Suppressed,41784,Suppressed
"Morgan County, CO",8087,Suppressed,28192,Suppressed
"Otero County, CO",8089,Suppressed,18326,Suppressed
"Ouray County, CO",8091,Suppressed,4794,Suppressed
"Park County, CO",8093,Suppressed,17905,Suppressed
"Phillips County, CO",8095,Suppressed,4292,Suppressed
"Pitkin County, CO",8097,Suppressed,17890,Suppressed
"Prowers County, CO",8099,Suppressed,12070,Suppressed
"Pueblo County, CO",8101,31,166475,18.6
"Rio Blanco County, CO",8103,Suppressed,6420,Suppressed
"Rio Grande County, CO",8105,Suppressed,11301,Suppressed
"Routt County, CO",8107,Suppressed,25220,Suppressed
"Saguache County, CO",8109,Suppressed,6626,Suppressed
"San Juan County, CO",8111,Suppressed,715,Suppressed
"San Miguel County, CO",8113,Suppressed,7967,Suppressed
"Sedgwick County, CO",8115,Suppressed,2344,Suppressed
"Summit County, CO",8117,Suppressed,30585,Suppressed
"Teller County, CO",8119,Suppressed,24646,Suppressed
"Washington County, CO",8121,Suppressed,4938,Suppressed
"Weld County, CO",8123,17,304633,Unreliable
"Yuma County, CO",8125,Suppressed,10075,Suppressed
"Fairfield County, CT",9001,156,949921,16.4
"Hartford County, CT",9003,287,895388,32.1
"Litchfield County, CT",9005,53,182177,29.1
"Middlesex County, CT",9007,43,163410,26.3
"New Haven County, CT",9009,262,860435,30.4
"New London County, CT",9011,83,269033,30.9
"Tolland County, CT",9013,41,151461,27.1
"Windham County, CT",9015,42,116359,36.1
"Kent County, DE",10001,31,176824,17.5
"New Castle County, DE",10003,175,559793,31.3
"Sussex County, DE",10005,50,225322,22.2
"District of Columbia, DC",11001,246,693972,35.4
"Alachua County, FL",12001,12,266944,Unreliable
"Baker County, FL",12003,Suppressed,28283,Suppressed
"Bay County, FL",12005,23,183563,12.5
"Bradford County, FL",12007,Suppressed,27038,Suppressed
"Brevard County, FL",12009,79,589162,13.4
"Broward County, FL",12011,292,1935878,15.1
"Calhoun County, FL",12013,Suppressed,14483,Suppressed
"Charlotte County, FL",12015,Suppressed,182033,Suppressed
"Citrus County, FL",12017,25,145647,17.2
"Clay County, FL",12019,50,212230,23.6
"Collier County, FL",12021,55,372880,14.8
"Columbia County, FL",12023,11,69612,Unreliable
"DeSoto County, FL",12027,Suppressed,36862,Suppressed
"Dixie County, FL",12029,Suppressed,16673,Suppressed
"Duval County, FL",12031,380,937934,40.5
"Escambia County, FL",12033,34,313512,10.8
"Flagler County, FL",12035,17,110510,Unreliable
"Franklin County, FL",12037,Suppressed,11727,Suppressed
"Gadsden County, FL",12039,Suppressed,46071,Suppressed
"Gilchrist County, FL",12041,Suppressed,17743,Suppressed
"Glades County, FL",12043,Suppressed,13754,Suppressed
"Gulf County, FL",12045,Suppressed,16160,Suppressed
"Hamilton County, FL",12047,Suppressed,14184,Suppressed
"Hardee County, FL",12049,Suppressed,27411,Suppressed
"Hendry County, FL",12051,Suppressed,40347,Suppressed
"Hernando County, FL",12053,20,186553,10.7
"Highlands County, FL",12055,Suppressed,102883,Suppressed
"Hillsborough County, FL",12057,179,1408566,12.7
"Holmes County, FL",12059,Suppressed,19558,Suppressed
"Indian River County, FL",12061,Suppressed,154383,Suppressed
"Jackson County, FL",12063,Suppressed,48330,Suppressed
"Jefferson County, FL",12065,Suppressed,14144,Suppressed
"Lafayette County, FL",12067,Suppressed,8451,Suppressed
"Lake County, FL",12069,51,346017,14.7
"Lee County, FL",12071,191,739224,25.8
"Leon County, FL",12073,18,290292,Unreliable
"Levy County, FL",12075,Suppressed,40355,Suppressed
"Liberty County, FL",12077,Suppressed,8242,Suppressed
"Madison County, FL",12079,Suppressed,18449,Suppressed
"Manatee County, FL",12081,107,385571,27.8
"Marion County, FL",12083,74,354353,20.9
"Martin County, FL",12085,24,159923,15
"Miami-Dade County, FL",12086,250,2751796,9.1
"Monroe County, FL",12087,16,77013,Unreliable
"Nassau County, FL",12089,21,82721,25.4
"Okaloosa County, FL",12091,28,202970,13.8
"Okeechobee County, FL",12093,Suppressed,41605,Suppressed
"Orange County, FL",12095,186,1348975,13.8
"Osceola County, FL",12097,56,352180,15.9
"Palm Beach County, FL",12099,390,1471150,26.5
"Pasco County, FL",12101,68,525643,12.9
"Pinellas County, FL",12103,106,970637,10.9
"Polk County, FL",12105,43,686483,6.3
"Putnam County, FL",12107,Suppressed,73464,Suppressed
"St. Johns County, FL",12109,33,243812,13.5
"St. Lucie County, FL",12111,38,313506,12.1
"Santa Rosa County, FL",12113,21,174272,12.1
"Sarasota County, FL",12115,92,419119,22
"Seminole County, FL",12117,98,462659,21.2
"Sumter County, FL",12119,Suppressed,125165,Suppressed
"Suwannee County, FL",12121,Suppressed,44190,Suppressed
"Taylor County, FL",12123,Suppressed,21833,Suppressed
"Union County, FL",12125,Suppressed,15517,Suppressed
"Volusia County, FL",12127,124,538692,23
"Wakulla County, FL",12129,Suppressed,32120,Suppressed
"Walton County, FL",12131,Suppressed,68376,Suppressed
"Washington County, FL",12133,Suppressed,24567,Suppressed
"Appling County, GA",13001,Suppressed,18521,Suppressed
"Atkinson County, GA",13003,Suppressed,8342,Suppressed
"Bacon County, GA",13005,Suppressed,11319,Suppressed
"Baker County, GA",13007,Suppressed,3200,Suppressed
"Baldwin County, GA",13009,Suppressed,44906,Suppressed
"Banks County, GA",13011,Suppressed,18634,Suppressed
"Barrow County, GA",13013,Suppressed,79061,Suppressed
"Bartow County, GA",13015,17,105054,Unreliable
"Ben Hill County, GA",13017,Suppressed,16996,Suppressed
"Berrien County, GA",13019,Suppressed,19186,Suppressed
"Bibb County, GA",13021,12,152862,Unreliable
"Bleckley County, GA",13023,Suppressed,12830,Suppressed
"Brantley County, GA",13025,Suppressed,18731,Suppressed
"Brooks County, GA",13027,Suppressed,15587,Suppressed
"Bryan County, GA",13029,Suppressed,37060,Suppressed
"Bulloch County, GA",13031,Suppressed,76149,Suppressed
"Burke County, GA",13033,Suppressed,22522,Suppressed
"Butts County, GA",13035,Suppressed,24059,Suppressed
"Calhoun County, GA",13037,Suppressed,6455,Suppressed
"Camden County, GA",13039,Suppressed,53044,Suppressed
"Candler County, GA",13043,Suppressed,10797,Suppressed
"Carroll County, GA",13045,23,117812,19.5
"Catoosa County, GA",13047,11,66550,Unreliable
"Charlton County, GA",13049,Suppressed,12715,Suppressed
"Chatham County, GA",13051,29,290501,10
"Chattahoochee County, GA",13053,Suppressed,10343,Suppressed
"Chattooga County, GA",13055,Suppressed,24770,Suppressed
"Cherokee County, GA",13057,35,247573,14.1
"Clarke County, GA",13059,Suppressed,127064,Suppressed
"Clay County, GA",13061,Suppressed,2962,Suppressed
"Clayton County, GA",13063,21,285153,7.4
"Clinch County, GA",13065,Suppressed,6727,Suppressed
"Cobb County, GA",13067,121,755754,16
"Coffee County, GA",13069,Suppressed,43014,Suppressed
"Colquitt County, GA",13071,Suppressed,45835,Suppressed
"Columbia County, GA",13073,20,151579,13.2
"Cook County, GA",13075,Suppressed,17277,Suppressed
"Coweta County, GA",13077,18,143114,Unreliable
"Crawford County, GA",13079,Suppressed,12295,Suppressed
"Crisp County, GA",13081,Suppressed,22736,Suppressed
"Dade County, GA",13083,Suppressed,16285,Suppressed
"Dawson County, GA",13085,Suppressed,24379,Suppressed
"Decatur County, GA",13087,Suppressed,26716,Suppressed
"DeKalb County, GA",13089,48,753253,6.4
"Dodge County, GA",13091,Suppressed,20730,Suppressed
"Dooly County, GA",13093,Suppressed,13737,Suppressed
"Dougherty County, GA",13095,Suppressed,89502,Suppressed
"Douglas County, GA",13097,20,143882,13.9
"Early County, GA",13099,Suppressed,10296,Suppressed
"Echols County, GA",13101,Suppressed,3936,Suppressed
"Effingham County, GA",13103,Suppressed,59982,Suppressed
"Elbert County, GA",13105,Suppressed,19109,Suppressed
"Emanuel County, GA",13107,Suppressed,22530,Suppressed
"Evans County, GA",13109,Suppressed,10775,Suppressed
"Fannin County, GA",13111,Suppressed,25322,Suppressed
"Fayette County, GA",13113,Suppressed,112549,Suppressed
"Floyd County, GA",13115,Suppressed,97613,Suppressed
"Forsyth County, GA",13117,23,227967,10.1
"Franklin County, GA",13119,Suppressed,22820,Suppressed
"Fulton County, GA",13121,104,1041423,10
"Gilmer County, GA",13123,Suppressed,30674,Suppressed
"Glascock County, GA",13125,Suppressed,3062,Suppressed
"Glynn County, GA",13127,12,85282,Unreliable
"Gordon County, GA",13129,Suppressed,57089,Suppressed
"Grady County, GA",13131,Suppressed,24819,Suppressed
"Greene County, GA",13133,Suppressed,17281,Suppressed
"Gwinnett County, GA",13135,77,920260,8.4
"Habersham County, GA",13137,Suppressed,44567,Suppressed
"Hall County, GA",13139,24,199335,12
"Hancock County, GA",13141,Suppressed,8561,Suppressed
"Haralson County, GA",13143,Suppressed,29256,Suppressed
"Harris County, GA",13145,Suppressed,33915,Suppressed
"Hart County, GA",13147,Suppressed,25794,Suppressed
"Heard County, GA",13149,Suppressed,11730,Suppressed
"Henry County, GA",13151,23,225813,10.2
"Houston County, GA",13153,Suppressed,153479,Suppressed
"Irwin County, GA",13155,Suppressed,9410,Suppressed
"Jackson County, GA",13157,10,67519,Unreliable
"Jasper County, GA",13159,Suppressed,13964,Suppressed
"Jeff Davis County, GA",13161,Suppressed,15025,Suppressed
"Jefferson County, GA",13163,Suppressed,15648,Suppressed
"Jenkins County, GA",13165,Suppressed,8767,Suppressed
"Johnson County, GA",13167,Suppressed,9788,Suppressed
"Jones County, GA",13169,Suppressed,28470,Suppressed
"Lamar County, GA",13171,Suppressed,18599,Suppressed
"Lanier County, GA",13173,Suppressed,10425,Suppressed
"Laurens County, GA",13175,Suppressed,47330,Suppressed
"Lee County, GA",13177,Suppressed,29470,Suppressed
"Liberty County, GA",13179,Suppressed,61386,Suppressed
"Lincoln County, GA",13181,Suppressed,7880,Suppressed
"Long County, GA",13183,Suppressed,19014,Suppressed
"Lowndes County, GA",13185,Suppressed,115489,Suppressed
"Lumpkin County, GA",13187,10,32873,Unreliable
"McDuffie County, GA",13189,Suppressed,21498,Suppressed
"McIntosh County, GA",13191,Suppressed,14106,Suppressed
"Macon County, GA",13193,Suppressed,13314,Suppressed
"Madison County, GA",13195,Suppressed,29302,Suppressed
"Marion County, GA",13197,Suppressed,8450,Suppressed
"Meriwether County, GA",13199,Suppressed,21049,Suppressed
"Miller County, GA",13201,Suppressed,5838,Suppressed
"Mitchell County, GA",13205,Suppressed,22292,Suppressed
"Monroe County, GA",13207,Suppressed,27113,Suppressed
"Montgomery County, GA",13209,Suppressed,9031,Suppressed
"Morgan County, GA",13211,Suppressed,18412,Suppressed
"Murray County, GA",13213,Suppressed,39782,Suppressed
"Muscogee County, GA",13215,14,194058,Unreliable
"Newton County, GA",13217,10,108078,Unreliable
"Oconee County, GA",13219,Suppressed,38028,Suppressed
"Oglethorpe County, GA",13221,Suppressed,14877,Suppressed
"Paulding County, GA",13223,21,159445,13.2
"Peach County, GA",13225,Suppressed,27099,Suppressed
"Pickens County, GA",13227,Suppressed,31588,Suppressed
"Pierce County, GA",13229,Suppressed,19307,Suppressed
"Pike County, GA",13231,Suppressed,18217,Suppressed
"Polk County, GA",13233,Suppressed,42085,Suppressed
"Pulaski County, GA",13235,Suppressed,11201,Suppressed
"Putnam County, GA",13237,Suppressed,21730,Suppressed
"Quitman County, GA",13239,Suppressed,2358,Suppressed
"Rabun County, GA",13241,Suppressed,16602,Suppressed
"Randolph County, GA",13243,Suppressed,7075,Suppressed
"Richmond County, GA",13245,31,201800,15.4
"Rockdale County, GA",13247,Suppressed,90312,Suppressed
"Schley County, GA",13249,Suppressed,5213,Suppressed
"Screven County, GA",13251,Suppressed,13953,Suppressed
"Seminole County, GA",13253,Suppressed,8292,Suppressed
"Spalding County, GA",13255,Suppressed,65380,Suppressed
