County,County Code,Deaths,Population,Crude Rate
"Mobile County, AL",1097,21,414836,5.1
"Monroe County, AL",1099,Suppressed,21530,Suppressed
"Montgomery County, AL",1101,Suppressed,226349,Suppressed
"Morgan County, AL",1103,Suppressed,119012,Suppressed
"Perry County, AL",1105,Suppressed,9574,Suppressed
"Pickens County, AL",1107,Suppressed,20324,Suppressed
"Pike County, AL",1109,Suppressed,33286,Suppressed
"Randolph County, AL",1111,Suppressed,22652,Suppressed
"Russell County, AL",1113,Suppressed,58172,Suppressed
"St. Clair County, AL",1115,13,88019,Unreliable
"Shelby County, AL",1117,28,210622,13.3
"Sumter County, AL",1119,Suppressed,13040,Suppressed
"Talladega County, AL",1121,Suppressed,80103,Suppressed
"Tallapoosa County, AL",1123,Suppressed,40727,Suppressed
"Tuscaloosa County, AL",1125,Suppressed,206102,Suppressed
"Walker County, AL",1127,Suppressed,64967,Suppressed
"Washington County, AL",1129,Suppressed,16756,Suppressed
"Wilcox County, AL",1131,Suppressed,10986,Suppressed
"Winston County, AL",1133,Suppressed,23805,Suppressed
"Aleutians East Borough, AK",2013,Suppressed,3296,Suppressed
"Aleutians West Census Area, AK",2016,Suppressed,5647,Suppressed
"Anchorage Borough, AK",2020,44,298192,14.8
"Bethel Census Area, AK",2050,Suppressed,17968,Suppressed
"Bristol Bay Borough, AK",2060,Suppressed,898,Suppressed
"Denali Borough, AK",2068,Suppressed,1953,Suppressed
"Dillingham Census Area, AK",2070,Suppressed,4954,Suppressed
"Fairbanks North Star Borough, AK",2090,11,100605,Unreliable
"Haines Borough, AK",2100,Suppressed,2496,Suppressed
"Hoonah-Angoon Census Area, AK",2105,Suppressed,2078,Suppressed
"Juneau Borough, AK",2110,Suppressed,32468,Suppressed
"Kenai Peninsula Borough, AK",2122,13,58506,Unreliable
"Ketchikan Gateway Borough, AK",2130,Suppressed,13746,Suppressed
"Kodiak Island Borough, AK",2150,Suppressed,13732,Suppressed
"Lake and Peninsula Borough, AK",2164,Suppressed,1562,Suppressed
"Matanuska-Susitna Borough, AK",2170,19,104365,Unreliable
"Nome Census Area, AK",2180,Suppressed,9917,Suppressed
"North Slope Borough, AK",2185,Suppressed,9606,Suppressed
"Northwest Arctic Borough, AK",2188,Suppressed,7673,Suppressed
"Petersburg Borough/Census Area, AK",2195,Suppressed,3149,Suppressed
"Prince of Wales-Hyder Census Area, AK",2198,Suppressed,6347,Suppressed
"Prince of Wales-Outer Ketchikan Census Area, AK",2201,Missing,Missing,Missing
"Sitka Borough, AK",2220,Suppressed,8830,Suppressed
"Skagway Municipality, AK",2230,Suppressed,1088,Suppressed
"Skagway-Hoonah-Angoon Census Area, AK",2232,Missing,Missing,Missing
"Southeast Fairbanks Census Area, AK",2240,Suppressed,6876,Suppressed
"Valdez-Cordova Census Area, AK",2261,Suppressed,9355,Suppressed
"Wade Hampton Census Area, AK",2270,Suppressed,8049,Suppressed
"Wrangell City and Borough, AK",2275,Suppressed,2411,Suppressed
"Wrangell-Petersburg Census Area, AK",2280,Missing,Missing,Missing
"Yakutat Borough, AK",2282,Suppressed,601,Suppressed
"Yukon-Koyukuk Census Area, AK",2290,Suppressed,5526,Suppressed
"Apache County, AZ",4001,Suppressed,73112,Suppressed
"Cochise County, AZ",4003,19,125770,Unreliable
"Coconino County, AZ",4005,Suppressed,140908,Suppressed
"Gila County, AZ",4007,Suppressed,53556,Suppressed
"Graham County, AZ",4009,Suppressed,37599,Suppressed
"Greenlee County, AZ",4011,Suppressed,9613,Suppressed
"La Paz County, AZ",4012,Suppressed,20317,Suppressed
"Maricopa County, AZ",4013,494,4242997,11.6
"Mohave County, AZ",4015,35,205249,17.1
"Navajo County, AZ",4017,Suppressed,110026,Suppressed
"Pima County, AZ",4019,172,1016206,16.9
"Pinal County, AZ",4021,33,418540,7.9
"Santa Cruz County, AZ",4023,Suppressed,45985,Suppressed
"Yavapai County, AZ",4025,18,225562,Unreliable
"Yuma County, AZ",4027,Suppressed,205631,Suppressed
"Arkansas County, AR",5001,Suppressed,18214,Suppressed
"Ashley County, AR",5003,Suppressed,20492,Suppressed
"Baxter County, AR",5005,Suppressed,41062,Suppressed
"Benton County, AR",5007,23,258291,8.9
"Boone County, AR",5009,Suppressed,37304,Suppressed
"Bradley County, AR",5011,Suppressed,10996,Suppressed
"Calhoun County, AR",5013,Suppressed,5144,Suppressed
"Carroll County, AR",5015,Suppressed,27646,Suppressed
"Chicot County, AR",5017,Suppressed,10945,Suppressed
"Clark County, AR",5019,Suppressed,22657,Suppressed
"Clay County, AR",5021,Suppressed,14920,Suppressed
"Cleburne County, AR",5023,Suppressed,25264,Suppressed
"Cleveland County, AR",5025,Suppressed,8241,Suppressed
"Columbia County, AR",5027,Suppressed,23901,Suppressed
"Conway County, AR",5029,Suppressed,20937,Suppressed
"Craighead County, AR",5031,Suppressed,105835,Suppressed
"Crawford County, AR",5033,Suppressed,62267,Suppressed
"Crittenden County, AR",5035,Suppressed,49235,Suppressed
"Cross County, AR",5037,Suppressed,17037,Suppressed
"Dallas County, AR",5039,Suppressed,7469,Suppressed
"Desha County, AR",5041,Suppressed,11876,Suppressed
"Drew County, AR",5043,Suppressed,18651,Suppressed
"Faulkner County, AR",5045,Suppressed,122227,Suppressed
"Franklin County, AR",5047,Suppressed,17626,Suppressed
"Fulton County, AR",5049,Suppressed,12123,Suppressed
"Garland County, AR",5051,13,97477,Unreliable
"Grant County, AR",5053,Suppressed,18082,Suppressed
"Greene County, AR",5055,Suppressed,44598,Suppressed
"Hempstead County, AR",5057,Suppressed,21974,Suppressed
"Hot Spring County, AR",5059,Suppressed,33374,Suppressed
"Howard County, AR",5061,Suppressed,13377,Suppressed
"Independence County, AR",5063,Suppressed,37168,Suppressed
"Izard County, AR",5065,Suppressed,13433,Suppressed
"Jackson County, AR",5067,Suppressed,17221,Suppressed
"Jefferson County, AR",5069,Suppressed,70016,Suppressed
"Johnson County, AR",5071,Suppressed,26176,Suppressed
"Lafayette County, AR",5073,Suppressed,6847,Suppressed
"Lawrence County, AR",5075,Suppressed,16735,Suppressed
"Lee County, AR",5077,Suppressed,9310,Suppressed
"Lincoln County, AR",5079,Suppressed,13705,Suppressed
"Little River County, AR",5081,Suppressed,12451,Suppressed
"Logan County, AR",5083,Suppressed,21792,Suppressed
"Lonoke County, AR",5085,Suppressed,72228,Suppressed
"Madison County, AR",5087,Suppressed,16072,Suppressed
"Marion County, AR",5089,Suppressed,16325,Suppressed
"Miller County, AR",5091,Suppressed,43787,Suppressed
"Mississippi County, AR",5093,Suppressed,42835,Suppressed
"Monroe County, AR",5095,Suppressed,7169,Suppressed
"Montgomery County, AR",5097,Suppressed,8879,Suppressed
"Nevada County, AR",5099,Suppressed,8398,Suppressed
"Newton County, AR",5101,Suppressed,7936,Suppressed
"Ouachita County, AR",5103,Suppressed,24098,Suppressed
"Perry County, AR",5105,Suppressed,10132,Suppressed
"Phillips County, AR",5107,Suppressed,18975,Suppressed
"Pike County, AR",5109,Suppressed,10832,Suppressed
"Poinsett County, AR",5111,Suppressed,24023,Suppressed
"Polk County, AR",5113,Suppressed,20173,Suppressed
"Pope County, AR",5115,Suppressed,63779,Suppressed
"Prairie County, AR",5117,Suppressed,8251,Suppressed
"Pulaski County, AR",5119,23,393250,5.8
"Randolph County, AR",5121,Suppressed,17448,Suppressed
"St. Francis County, AR",5123,Suppressed,26196,Suppressed
"Saline County, AR",5125,11,118703,Unreliable
"Scott County, AR",5127,Suppressed,10277,Suppressed
"Searcy County, AR",5129,Suppressed,7967,Suppressed
"Sebastian County, AR",5131,10,127793,Unreliable
"Sevier County, AR",5133,Suppressed,16910,Suppressed
"Sharp County, AR",5135,Suppressed,17157,Suppressed
"Stone County, AR",5137,Suppressed,12539,Suppressed
"Union County, AR",5139,Suppressed,39887,Suppressed
"Van Buren County, AR",5141,Suppressed,16628,Suppressed
"Washington County, AR",5143,Suppressed,228049,Suppressed
"White County, AR",5145,Suppressed,79263,Suppressed
"Woodruff County, AR",5147,Suppressed,6641,Suppressed
"Yell County, AR",5149,Suppressed,21552,Suppressed
"Alameda County, CA",6001,52,1647704,3.2
"Alpine County, CA",6003,Suppressed,1071,Suppressed
"Amador County, CA",6005,Suppressed,37383,Suppressed
"Butte County, CA",6007,19,226864,Unreliable
"Calaveras County, CA",6009,Suppressed,45171,Suppressed
"Colusa County, CA",6011,Suppressed,21588,Suppressed
"Contra Costa County, CA",6013,55,1135127,4.8
"Del Norte County, CA",6015,Suppressed,27540,Suppressed
"El Dorado County, CA",6017,Suppressed,185625,Suppressed
"Fresno County, CA",6019,65,979915,6.6
"Glenn County, CA",6021,Suppressed,28085,Suppressed
"Humboldt County, CA",6023,34,136646,24.9
"Imperial County, CA",6025,11,180883,Unreliable
"Inyo County, CA",6027,Suppressed,18144,Suppressed
"Kern County, CA",6029,59,884788,6.7
"Kings County, CA",6031,Suppressed,149785,Suppressed
"Lake County, CA",6033,11,64116,Unreliable
"Lassen County, CA",6035,Suppressed,30870,Suppressed
"Los Angeles County, CA",6037,392,10137915,3.9
"Madera County, CA",6039,10,154697,Unreliable
"Marin County, CA",6041,16,260651,Unreliable
"Mariposa County, CA",6043,Suppressed,17410,Suppressed
"Mendocino County, CA",6045,17,87628,Unreliable
"Merced County, CA",6047,23,268672,8.6
"Modoc County, CA",6049,Suppressed,8795,Suppressed
"Mono County, CA",6051,Suppressed,13981,Suppressed
"Monterey County, CA",6053,13,435232,Unreliable
"Napa County, CA",6055,Suppressed,142166,Suppressed
"Nevada County, CA",6057,Suppressed,99107,Suppressed
"Orange County, CA",6059,295,3172532,9.3
"Placer County, CA",6061,14,380531,Unreliable
"Plumas County, CA",6063,Suppressed,18627,Suppressed
"Riverside County, CA",6065,126,2387741,5.3
"Sacramento County, CA",6067,54,1514460,3.6
"San Benito County, CA",6069,Suppressed,59414,Suppressed
"San Bernardino County, CA",6071,36,2140096,1.7
"San Diego County, CA",6073,270,3317749,8.1
"San Francisco County, CA",6075,98,870887,11.3
"San Joaquin County, CA",6077,61,733709,8.3
"San Luis Obispo County, CA",6079,21,282887,7.4
"San Mateo County, CA",6081,24,764797,3.1
"Santa Barbara County, CA",6083,34,446170,7.6
"Santa Clara County, CA",6085,70,1919402,3.6
"Santa Cruz County, CA",6087,36,274673,13.1
"Shasta County, CA",6089,19,179631,Unreliable
"Sierra County, CA",6091,Suppressed,2947,Suppressed
"Siskiyou County, CA",6093,11,43603,Unreliable
"Solano County, CA",6095,16,440207,Unreliable
"Sonoma County, CA",6097,25,503070,5
"Stanislaus County, CA",6099,14,541560,Unreliable
"Sutter County, CA",6101,Suppressed,96651,Suppressed
"Tehama County, CA",6103,Suppressed,63276,Suppressed
"Trinity County, CA",6105,Suppressed,12782,Suppressed
"Tulare County, CA",6107,14,460437,Unreliable
"Tuolumne County, CA",6109,Suppressed,53804,Suppressed
"Ventura County, CA",6111,45,849738,5.3
"Yolo County, CA",6113,Suppressed,215802,Suppressed
"Yuba County, CA",6115,Suppressed,75275,Suppressed
"Adams County, CO",8001,60,498187,12
"Alamosa County, CO",8003,Suppressed,16654,Suppressed
"Arapahoe County, CO",8005,69,637068,10.8
"Archuleta County, CO",8007,Suppressed,12854,Suppressed
"Baca County, CO",8009,Suppressed,3568,Suppressed
"Bent County, CO",8011,Suppressed,5861,Suppressed
"Boulder County, CO",8013,20,322226,6.2
"Broomfield County, CO",8014,Suppressed,66529,Suppressed
"Chaffee County, CO",8015,Suppressed,19058,Suppressed
"Cheyenne County, CO",8017,Suppressed,1848,Suppressed
"Clear Creek County, CO",8019,Suppressed,9436,Suppressed
"Conejos County, CO",8021,Suppressed,8129,Suppressed
"Costilla County, CO",8023,Suppressed,3721,Suppressed
"Crowley County, CO",8025,Suppressed,5694,Suppressed
"Custer County, CO",8027,Suppressed,4602,Suppressed
"Delta County, CO",8029,Suppressed,30442,Suppressed
"Denver County, CO",8031,87,693060,12.6
"Dolores County, CO",8033,Suppressed,2056,Suppressed
"Douglas County, CO",8035,12,328632,Unreliable
"Eagle County, CO",8037,Suppressed,53989,Suppressed
"Elbert County, CO",8039,Suppressed,25231,Suppressed
"El Paso County, CO",8041,94,688284,13.7
"Fremont County, CO",8043,Suppressed,47446,Suppressed
"Garfield County, CO",8045,Suppressed,58887,Suppressed
"Gilpin County, CO",8047,Suppressed,5931,Suppressed
"Grand County, CO",8049,Suppressed,15008,Suppressed
"Gunnison County, CO",8051,Suppressed,16408,Suppressed
"Hinsdale County, CO",8053,Suppressed,788,Suppressed
"Huerfano County, CO",8055,Suppressed,6677,Suppressed
"Jackson County, CO",8057,Suppressed,1357,Suppressed
"Jefferson County, CO",8059,53,571837,9.3
"Kiowa County, CO",8061,Suppressed,1373,Suppressed
"Kit Carson County, CO",8063,Suppressed,8195,Suppressed
"Lake County, CO",8065,Suppressed,7618,Suppressed
"La Plata County, CO",8067,Suppressed,55623,Suppressed
"Larimer County, CO",8069,29,339993,8.5
"Las Animas County, CO",8071,Suppressed,14103,Suppressed
"Lincoln County, CO",8073,Suppressed,5643,Suppressed
"Logan County, CO",8075,Suppressed,21919,Suppressed
"Mesa County, CO",8077,17,150083,Unreliable
"Mineral County, CO",8079,Suppressed,732,Suppressed
"Moffat County, CO",8081,Suppressed,13109,Suppressed
"Montezuma County, CO",8083,Suppressed,26999,Suppressed
"Montrose County, CO",8085,Suppressed,41471,Suppressed
"Morgan County, CO",8087,Suppressed,28274,Suppressed
"Otero County, CO",8089,Suppressed,18295,Suppressed
"Ouray County, CO",8091,Suppressed,4857,Suppressed
"Park County, CO",8093,Suppressed,17166,Suppressed
"Phillips County, CO",8095,Suppressed,4288,Suppressed
"Pitkin County, CO",8097,Suppressed,17752,Suppressed
"Prowers County, CO",8099,Suppressed,11922,Suppressed
"Pueblo County, CO",8101,22,165123,13.3
"Rio Blanco County, CO",8103,Suppressed,6545,Suppressed
"Rio Grande County, CO",8105,Suppressed,11479,Suppressed
"Routt County, CO",8107,Suppressed,24648,Suppressed
"Saguache County, CO",8109,Suppressed,6389,Suppressed
"San Juan County, CO",8111,Suppressed,694,Suppressed
"San Miguel County, CO",8113,Suppressed,8017,Suppressed
"Sedgwick County, CO",8115,Suppressed,2407,Suppressed
"Summit County, CO",8117,Suppressed,30374,Suppressed
"Teller County, CO",8119,Suppressed,24043,Suppressed
"Washington County, CO",8121,Suppressed,4908,Suppressed
"Weld County, CO",8123,21,294932,7.1
"Yuma County, CO",8125,Suppressed,10103,Suppressed
"Fairfield County, CT",9001,152,944177,16.1
"Hartford County, CT",9003,252,892389,28.2
"Litchfield County, CT",9005,37,182571,20.3
"Middlesex County, CT",9007,45,163329,27.6
"New Haven County, CT",9009,229,856875,26.7
"New London County, CT",9011,87,269801,32.2
"Tolland County, CT",9013,34,151118,22.5
"Windham County, CT",9015,32,116192,27.5
"Kent County, DE",10001,24,174827,13.7
"New Castle County, DE",10003,86,556987,15.4
"Sussex County, DE",10005,49,220251,22.2
"District of Columbia, DC",11001,213,681170,31.3
"Alachua County, FL",12001,19,263496,Unreliable
"Baker County, FL",12003,Suppressed,27937,Suppressed
"Bay County, FL",12005,42,183974,22.8
"Bradford County, FL",12007,Suppressed,26926,Suppressed
"Brevard County, FL",12009,58,579130,10
"Broward County, FL",12011,266,1909632,13.9
"Calhoun County, FL",12013,Suppressed,14423,Suppressed
"Charlotte County, FL",12015,15,178465,Unreliable
"Citrus County, FL",12017,20,143621,13.9
"Clay County, FL",12019,65,208311,31.2
"Collier County, FL",12021,46,365136,12.6
"Columbia County, FL",12023,Suppressed,69299,Suppressed
"DeSoto County, FL",12027,Suppressed,35800,Suppressed
"Dixie County, FL",12029,Suppressed,16300,Suppressed
"Duval County, FL",12031,317,926255,34.2
"Escambia County, FL",12033,32,315187,10.2
"Flagler County, FL",12035,12,108310,Unreliable
"Franklin County, FL",12037,Suppressed,11901,Suppressed
"Gadsden County, FL",12039,Suppressed,46006,Suppressed
"Gilchrist County, FL",12041,Suppressed,17212,Suppressed
"Glades County, FL",12043,Suppressed,13970,Suppressed
"Gulf County, FL",12045,Suppressed,15990,Suppressed
"Hamilton County, FL",12047,Suppressed,14361,Suppressed
"Hardee County, FL",12049,Suppressed,27360,Suppressed
"Hendry County, FL",12051,Suppressed,39290,Suppressed
"Hernando County, FL",12053,11,182835,Unreliable
"Highlands County, FL",12055,Suppressed,100917,Suppressed
"Hillsborough County, FL",12057,168,1376238,12.2
"Holmes County, FL",12059,Suppressed,19487,Suppressed
"Indian River County, FL",12061,12,151563,Unreliable
"Jackson County, FL",12063,Suppressed,48229,Suppressed
"Jefferson County, FL",12065,Suppressed,13906,Suppressed
"Lafayette County, FL",12067,Suppressed,8617,Suppressed
"Lake County, FL",12069,14,335396,Unreliable
"Lee County, FL",12071,122,722336,16.9
"Leon County, FL",12073,15,287822,Unreliable
"Levy County, FL",12075,Suppressed,39961,Suppressed
"Liberty County, FL",12077,Suppressed,8202,Suppressed
"Madison County, FL",12079,Suppressed,18224,Suppressed
"Manatee County, FL",12081,145,375888,38.6
"Marion County, FL",12083,42,349020,12
"Martin County, FL",12085,10,158701,Unreliable
"Miami-Dade County, FL",12086,248,2712945,9.1
"Monroe County, FL",12087,11,79077,Unreliable
"Nassau County, FL",12089,20,80622,24.8
"Okaloosa County, FL",12091,36,201170,17.9
"Okeechobee County, FL",12093,Suppressed,40314,Suppressed
"Orange County, FL",12095,168,1314367,12.8
"Osceola County, FL",12097,40,336015,11.9
"Palm Beach County, FL",12099,307,1443810,21.3
"Pasco County, FL",12101,67,512368,13.1
"Pinellas County, FL",12103,92,960730,9.6
"Polk County, FL",12105,33,666149,5
"Putnam County, FL",12107,10,72277,Unreliable
"St. Johns County, FL",12109,32,235087,13.6
"St. Lucie County, FL",12111,43,306507,14
"Santa Rosa County, FL",12113,12,170497,Unreliable
"Sarasota County, FL",12115,74,412569,17.9
"Seminole County, FL",12117,68,455479,14.9
"Sumter County, FL",12119,Suppressed,123996,Suppressed
"Suwannee County, FL",12121,Suppressed,43794,Suppressed
"Taylor County, FL",12123,Suppressed,22175,Suppressed
"Union County, FL",12125,Suppressed,15142,Suppressed
"Volusia County, FL",12127,88,529364,16.6
"Wakulla County, FL",12129,Suppressed,31893,Suppressed
"Walton County, FL",12131,Suppressed,65889,Suppressed
"Washington County, FL",12133,Suppressed,24569,Suppressed
"Appling County, GA",13001,Suppressed,18428,Suppressed
"Atkinson County, GA",13003,Suppressed,8273,Suppressed
"Bacon County, GA",13005,Suppressed,11372,Suppressed
"Baker County, GA",13007,Suppressed,3150,Suppressed
"Baldwin County, GA",13009,Suppressed,45144,Suppressed
"Banks County, GA",13011,Suppressed,18397,Suppressed
"Barrow County, GA",13013,10,77126,Unreliable
"Bartow County, GA",13015,16,103807,Unreliable
"Ben Hill County, GA",13017,Suppressed,17243,Suppressed
"Berrien County, GA",13019,Suppressed,18993,Suppressed
"Bibb County, GA",13021,12,152760,Unreliable
"Bleckley County, GA",13023,Suppressed,12970,Suppressed
"Brantley County, GA",13025,Suppressed,18355,Suppressed
"Brooks County, GA",13027,Suppressed,15687,Suppressed
"Bryan County, GA",13029,Suppressed,36230,Suppressed
"Bulloch County, GA",13031,Suppressed,74722,Suppressed
"Burke County, GA",13033,Suppressed,22688,Suppressed
"Butts County, GA",13035,Suppressed,23817,Suppressed
"Calhoun County, GA",13037,Suppressed,6324,Suppressed
"Camden County, GA",13039,Suppressed,53008,Suppressed
"Candler County, GA",13043,Suppressed,10910,Suppressed
"Carroll County, GA",13045,20,116261,17.2
"Catoosa County, GA",13047,11,66398,Unreliable
"Charlton County, GA",13049,Suppressed,12497,Suppressed
"Chatham County, GA",13051,28,289082,9.7
"Chattahoochee County, GA",13053,Suppressed,10922,Suppressed
"Chattooga County, GA",13055,Suppressed,24824,Suppressed
"Cherokee County, GA",13057,35,241689,14.5
"Clarke County, GA",13059,12,124707,Unreliable
"Clay County, GA",13061,Suppressed,3020,Suppressed
"Clayton County, GA",13063,15,279462,Unreliable
"Clinch County, GA",13065,Suppressed,6829,Suppressed
"Cobb County, GA",13067,98,748150,13.1
"Coffee County, GA",13069,Suppressed,43012,Suppressed
"Colquitt County, GA",13071,Suppressed,45708,Suppressed
"Columbia County, GA",13073,16,147450,Unreliable
"Cook County, GA",13075,Suppressed,17167,Suppressed
"Coweta County, GA",13077,14,140526,Unreliable
"Crawford County, GA",13079,Suppressed,12322,Suppressed
"Crisp County, GA",13081,Suppressed,22721,Suppressed
"Dade County, GA",13083,Suppressed,16257,Suppressed
"Dawson County, GA",13085,Suppressed,23604,Suppressed
"Decatur County, GA",13087,Suppressed,26822,Suppressed
"DeKalb County, GA",13089,51,740321,6.9
"Dodge County, GA",13091,Suppressed,20563,Suppressed
"Dooly County, GA",13093,Suppressed,13763,Suppressed
"Dougherty County, GA",13095,Suppressed,90017,Suppressed
"Douglas County, GA",13097,23,142224,16.2
"Early County, GA",13099,Suppressed,10339,Suppressed
"Echols County, GA",13101,Suppressed,3962,Suppressed
"Effingham County, GA",13103,Suppressed,58712,Suppressed
"Elbert County, GA",13105,Suppressed,19143,Suppressed
"Emanuel County, GA",13107,Suppressed,22635,Suppressed
"Evans County, GA",13109,Suppressed,10670,Suppressed
"Fannin County, GA",13111,Suppressed,24900,Suppressed
"Fayette County, GA",13113,Suppressed,111627,Suppressed
"Floyd County, GA",13115,10,96560,Unreliable
"Forsyth County, GA",13117,13,221009,Unreliable
"Franklin County, GA",13119,Suppressed,22320,Suppressed
"Fulton County, GA",13121,104,1023336,10.2
"Gilmer County, GA",13123,Suppressed,29733,Suppressed
"Glascock County, GA",13125,Suppressed,3006,Suppressed
"Glynn County, GA",13127,Suppressed,84502,Suppressed
"Gordon County, GA",13129,Suppressed,56904,Suppressed
"Grady County, GA",13131,Suppressed,24808,Suppressed
"Greene County, GA",13133,Suppressed,17003,Suppressed
"Gwinnett County, GA",13135,60,907135,6.6
"Habersham County, GA",13137,Suppressed,44246,Suppressed
"Hall County, GA",13139,14,196637,Unreliable
"Hancock County, GA",13141,Suppressed,8640,Suppressed
"Haralson County, GA",13143,Suppressed,29042,Suppressed
"Harris County, GA",13145,Suppressed,33652,Suppressed
"Hart County, GA",13147,Suppressed,25553,Suppressed
"Heard County, GA",13149,Suppressed,11487,Suppressed
"Henry County, GA",13151,29,221768,13.1
"Houston County, GA",13153,Suppressed,152122,Suppressed
"Irwin County, GA",13155,Suppressed,9422,Suppressed
"Jackson County, GA",13157,Suppressed,64615,Suppressed
"Jasper County, GA",13159,Suppressed,13654,Suppressed
"Jeff Davis County, GA",13161,Suppressed,14877,Suppressed
"Jefferson County, GA",13163,Suppressed,15916,Suppressed
"Jenkins County, GA",13165,Suppressed,8849,Suppressed
"Johnson County, GA",13167,Suppressed,9505,Suppressed
"Jones County, GA",13169,Suppressed,28623,Suppressed
"Lamar County, GA",13171,Suppressed,18469,Suppressed
"Lanier County, GA",13173,Suppressed,10399,Suppressed
"Laurens County, GA",13175,Suppressed,47516,Suppressed
"Lee County, GA",13177,Suppressed,29337,Suppressed
"Liberty County, GA",13179,Suppressed,62570,Suppressed
"Lincoln County, GA",13181,Suppressed,7828,Suppressed
"Long County, GA",13183,Suppressed,18437,Suppressed
"Lowndes County, GA",13185,Suppressed,114628,Suppressed
"Lumpkin County, GA",13187,Suppressed,31445,Suppressed
"McDuffie County, GA",13189,Suppressed,21490,Suppressed
"McIntosh County, GA",13191,Suppressed,13927,Suppressed
"Macon County, GA",13193,Suppressed,13450,Suppressed
"Madison County, GA",13195,Suppressed,28824,Suppressed
"Marion County, GA",13197,Suppressed,8524,Suppressed
"Meriwether County, GA",13199,Suppressed,21074,Suppressed
"Miller County, GA",13201,Suppressed,5926,Suppressed
"Mitchell County, GA",13205,Suppressed,22459,Suppressed
"Monroe County, GA",13207,Suppressed,27306,Suppressed
"Montgomery County, GA",13209,Suppressed,9060,Suppressed
"Morgan County, GA",13211,Suppressed,18170,Suppressed
"Murray County, GA",13213,Suppressed,39315,Suppressed
"Muscogee County, GA",13215,10,197485,Unreliable
"Newton County, GA",13217,Suppressed,106999,Suppressed
"Oconee County, GA",13219,Suppressed,36838,Suppressed
"Oglethorpe County, GA",13221,Suppressed,14921,Suppressed
"Paulding County, GA",13223,26,155825,16.7
"Peach County, GA",13225,Suppressed,26655,Suppressed
"Pickens County, GA",13227,Suppressed,30832,Suppressed
"Pierce County, GA",13229,Suppressed,19171,Suppressed
"Pike County, GA",13231,Suppressed,17941,Suppressed
"Polk County, GA",13233,Suppressed,41776,Suppressed
"Pulaski County, GA",13235,Suppressed,11251,Suppressed
"Putnam County, GA",13237,Suppressed,21477,Suppressed
"Quitman County, GA",13239,Suppressed,2335,Suppressed
"Rabun County, GA",13241,Suppressed,16559,Suppressed
"Randolph County, GA",13243,Suppressed,7177,Suppressed
"Richmond County, GA",13245,28,201647,13.9
"Rockdale County, GA",13247,Suppressed,89355,Suppressed
"Schley County, GA",13249,Suppressed,5098,Suppressed
"Screven County, GA",13251,Suppressed,14044,Suppressed
"Seminole County, GA",13253,Suppressed,8468,Suppressed
